Dataset,T,CV,ML,Acc,b_Acc,Prec,Rec,F1,kap,ROC,tra-T,test-T,Al-Time
results/other/2_6,0,1,DT,0.6151744899096889,0.4939802872390609,0.5266645781236586,0.4939802872390609,0.44864232618894095,0.5784550611615942,0,1.4987850189208984,0.02523326873779297,0
results/other/2_6,1,2,DT,0.605822834206712,0.5023399217674374,0.5369797960303601,0.5023399217674374,0.4448367349137492,0.5684620594144251,0,1.3583457469940186,0.015725374221801758,0
results/other/2_6,2,3,DT,0.6034117515888059,0.4907861966029929,0.5077650580905733,0.4907861966029929,0.43493549934319004,0.566013656287992,0,1.3905744552612305,0.020140409469604492,0
results/other/2_6,3,4,DT,0.6018508194893523,0.5040870918617619,0.5637650983573238,0.5040870918617619,0.44778898376427034,0.5643953056910739,0,1.3467249870300293,0.015625,0
results/other/2_6,4,5,DT,0.5885271490690155,0.4931059171713248,0.5348867263627041,0.4931059171713248,0.4300986272767703,0.5500990885133161,0,1.3206450939178467,0.01950526237487793,0
results/other/2_6,5,6,DT,0.6058646448879473,0.506927461476982,0.5464453994382018,0.506927461476982,0.4520022685788707,0.5684864147939295,0,1.4206266403198242,0.015619993209838867,0
results/other/2_6,6,7,DT,0.5971262125097558,0.49428954492964405,0.5180519122362393,0.49428954492964405,0.4350085700422432,0.559482476401265,0,1.4394981861114502,0.022236108779907227,0
results/other/2_6,7,8,DT,0.5849871780577545,0.49457061665451035,0.5026605396685946,0.49457061665451035,0.4292419938762408,0.5459738370000305,0,1.4715545177459717,0.03125786781311035,0
results/other/2_6,8,9,DT,0.6040807224885717,0.4992361383704024,0.5357852364039717,0.4992361383704024,0.4358169670671485,0.5670799730241994,0,1.3822321891784668,0.036334991455078125,0
results/other/2_6,9,10,DT,0.6124567956293901,0.4989229923747131,0.5219892420036677,0.4989229923747131,0.4460737707051963,0.5760692207885079,0,1.399867296218872,0.015631914138793945,0
results/other/2_6,10,11,DT,0.5970565280410303,0.4976194338520269,0.5316013353642264,0.4976194338520269,0.4297361984061399,0.5592436219508825,0,1.3979582786560059,0.01608753204345703,0
results/other/2_6,11,12,DT,0.6092652469617572,0.5023179537253577,0.5330154569931134,0.5023179537253577,0.44062140875203243,0.5724802063088671,0,1.333245038986206,0.015683412551879883,0
results/other/2_6,12,13,DT,0.5986174601404839,0.4942806144564666,0.5414117578645495,0.4942806144564666,0.4387568860828838,0.5603713215447788,0,1.3323538303375244,0.023707151412963867,0
results/other/2_6,13,14,DT,0.590631620024529,0.5024008356677252,0.49283085345749195,0.5024008356677252,0.43154381231067973,0.5528411737748314,0,1.430328130722046,0.015636205673217773,0
results/other/2_6,14,15,DT,0.6085265915932657,0.4944605291237394,0.5409501051515931,0.4944605291237394,0.4396726135368047,0.5712847892675172,0,1.342174768447876,0.024653196334838867,0
results/other/2_6,15,16,DT,0.5953841007916155,0.4967552114731316,0.5308055546990551,0.4967552114731316,0.43354252124349074,0.5575480021827796,0,1.3470211029052734,0.015649080276489258,0
results/other/2_6,16,17,DT,0.5913842122867655,0.4941859894960677,0.5177610607706276,0.4941859894960677,0.4264572022715124,0.5523285392664004,0,1.3466737270355225,0.015539884567260742,0
results/other/2_6,17,18,DT,0.6056974021630059,0.5075467068915231,0.5093686981628961,0.5075467068915231,0.4362657797046077,0.5680784835791453,0,1.1055200099945068,0.03186655044555664,0
results/other/2_6,18,19,DT,0.6033978146950608,0.48386162499229374,0.5149247064717416,0.48386162499229374,0.43117593014306166,0.5661149604120994,0,1.3294525146484375,0.007710456848144531,0
results/other/2_6,19,20,DT,0.5972934552346973,0.5026321529549487,0.5368050837277515,0.5026321529549487,0.43958809007460203,0.5598880117680436,0,1.3526616096496582,0.0317838191986084,0
results/other/2_6,20,21,DT,0.6013351544207827,0.49611049599414436,0.5327011285187835,0.49611049599414436,0.4379278227688112,0.5639512540592077,0,1.3471660614013672,0.03135800361633301,0
results/other/2_6,21,22,DT,0.6037880477199242,0.5077915465538133,0.5502851934577722,0.5077915465538133,0.44970247390106555,0.566261109377722,0,1.3991706371307373,0.015734195709228516,0
results/other/2_6,22,23,DT,0.5972098338722266,0.509171818965375,0.5453240346686397,0.509171818965375,0.4456095035242581,0.5594876648304925,0,1.4027128219604492,0.015527725219726562,0
results/other/2_6,23,24,DT,0.5936280521797301,0.49544594836005434,0.5100432085198402,0.49544594836005434,0.4298480941962464,0.5552690408161052,0,1.4126007556915283,0.015633583068847656,0
results/other/2_6,24,25,DT,0.6009867320771547,0.47528526401677,0.5353701637976743,0.47528526401677,0.4327970335758519,0.5634522072999701,0,1.3654942512512207,0.0162050724029541,0
