,precision,recall,f1-score,support
Amazon Echo,0.3479381443298969,0.08864084044648719,0.141287284144427,4569.0
Awair air quality monitor,0.0,0.0,0.0,3288.0
Belkin Wemo switch,0.0,0.0,0.0,3999.0
Belkin wemo motion sensor,0.6666666666666666,0.0020185708518368995,0.004024954719259409,4954.0
Dropcam,0.0688583626172567,1.0,0.12884469079447886,4742.0
HP Printer,0.5442708333333334,0.59375,0.5679347826086956,2816.0
Light Bulbs LiFX Smart Bulb,0.8663793103448276,0.049715557754142964,0.09403508771929825,4043.0
MacBook,0.32967032967032966,0.013704888076747374,0.02631578947368421,2189.0
NEST Protect smoke alarm,0.0,0.0,0.0,262.0
Netatmo Welcome,0.25,0.0002050861361771944,0.0004098360655737705,4876.0
Netatmo weather station,0.849802371541502,0.42701092353525316,0.5684071381361533,2014.0
PIX-STAR Photo-frame,0.9108121574489287,0.5174073025757147,0.6599277978339351,3533.0
Phillip Hue Lightbulb,0.980295566502463,0.16900212314225052,0.2883013400941688,4710.0
Samsung Galaxy Tab,0.4166666666666667,0.00102880658436214,0.002052545155993432,4860.0
Samsung SmartCam,0.044444444444444446,0.00042052144659377626,0.0008331597583836701,4756.0
Smart Things,0.0,0.0,0.0,3734.0
TP-Link Day Night Cloud camera,0.5333333333333333,0.004704498676859747,0.009326726901777908,3401.0
TP-Link Smart plug,0.3125,0.004103405826836274,0.008100445524503848,2437.0
TPLink Router Bridge LAN,1.0,0.002414486921529175,0.004817342432757928,4970.0
Triby Speaker,0.7142857142857143,0.0011775788977861517,0.0023512814483893723,4246.0
iHome,0.22222222222222224,0.0019499512512187196,0.003865979381443299,3077.0
accuracy,0.13682946977128402,0.13682946977128402,0.13682946977128402,0.13682946977128402
macro avg,0.4313402915908373,0.1370121210535141,0.11956362772347255,77476.0
weighted avg,0.4548511059623338,0.13682946977128402,0.10662619382067909,77476.0
