,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20
0,1711,0,127,23,220,156,165,446,0,15,204,69,47,710,18,0,181,0,156,28,0
1,10,814,168,461,0,32,35,116,0,0,1167,0,2,3,28,0,44,276,0,0,208
2,351,238,924,911,0,97,0,587,33,18,40,31,16,3,105,22,12,6,23,0,136
3,8,3,63,3967,0,12,1,25,22,6,245,51,16,13,7,106,0,164,166,0,1
4,1,9,7,15,1232,0,0,562,0,0,0,0,2334,69,0,0,92,0,0,0,442
5,1208,0,5,59,0,684,3,37,0,2,147,1,53,2,216,76,96,0,9,19,91
6,12,0,2,24,0,0,2883,0,0,0,178,0,0,25,4,0,0,96,0,0,0
7,7,0,60,0,0,16,16,678,0,3,35,62,7,2059,14,8,0,0,0,15,0
8,0,0,4,48,0,18,0,23,207,0,78,7,0,3,0,0,0,16,0,1,0
9,155,0,865,125,0,1,10,740,51,1108,1,34,4,714,44,0,98,3,0,0,0
10,0,0,39,16,0,0,0,0,0,0,1800,0,0,16,0,9,0,142,0,0,0
11,10,0,176,3,0,0,8,234,20,14,8,2185,4,650,12,0,109,0,0,90,0
12,176,2,16,343,34,53,2,108,0,0,0,16,3777,14,20,17,8,0,145,4,34
13,51,0,863,3,7,32,72,139,0,1,129,1,21,431,2,0,2139,0,835,0,2
14,36,1,124,39,0,84,0,52,5,3,23,0,257,7,3545,15,12,16,564,8,22
15,86,0,0,1901,0,61,0,0,0,0,25,6,62,166,17,1516,0,0,12,0,0
16,1129,79,2,2,334,283,4,443,0,58,9,22,227,70,1,2,682,0,0,5,240
17,25,0,2,77,0,0,43,69,62,0,81,66,0,51,5,0,15,1731,31,147,0
18,34,0,19,393,0,12,5,15,0,5,34,0,295,37,1186,3,0,0,2908,10,0
19,1,0,3,3,0,2,3,791,0,2,3,147,160,517,0,0,0,0,2,1060,4
20,0,0,0,9,0,12,0,683,0,2,3,29,1883,167,0,0,4,0,0,13,245
