,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20
0,3495,0,958,6,0,0,0,0,0,7,17,6,15,5,0,0,1,53,0,0,0
1,0,3520,1,0,0,0,0,0,0,0,24,0,0,0,0,0,0,0,0,4,0
2,0,0,348,3326,0,0,0,0,237,0,54,0,0,0,430,0,47,0,3,0,0
3,0,0,40,4336,0,0,0,0,157,0,14,0,0,0,34,0,40,0,0,0,0
4,0,0,0,0,4783,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0
5,0,0,0,1,0,1481,0,1,2572,0,101,0,0,0,121,0,0,0,2,8,5
6,0,99,0,0,0,0,2920,0,0,0,92,1,0,0,0,0,0,0,1,0,0
7,5,0,0,0,0,42,0,2544,34,1,14,0,26,2131,0,0,0,0,1,34,34
8,0,0,0,0,0,0,0,2,187,0,22,0,0,0,0,0,0,0,0,0,2
9,1,0,280,2,0,0,0,0,238,3616,31,40,3,0,0,0,2,7,0,0,0
10,0,0,0,0,0,0,0,0,0,0,3653,0,0,0,0,0,0,0,0,0,0
11,15,0,0,0,0,0,0,0,91,32,367,3163,0,23,0,0,1,0,0,9,0
12,5,0,0,1,56,0,0,26,0,3,0,43,3504,152,13,0,11,14,384,333,0
13,11,0,1,2,0,0,0,6,14,12,255,1,5,3445,0,0,12,1,5,14,0
14,178,0,0,6,0,0,0,0,142,0,22,10,0,20,2763,0,150,10,1311,17,0
15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3661,0,0,1,1,0
16,38,0,76,156,0,0,0,0,0,0,75,27,0,1,36,0,2802,3,199,1,0
17,32,0,0,33,0,0,0,0,0,6,202,31,1,0,0,0,0,1742,1,0,0
18,0,0,5,0,0,0,0,2,68,2,7,0,0,66,4,0,6,0,4517,0,0
19,31,0,1,0,0,0,0,0,0,0,163,3,1,0,5,0,0,0,0,2221,0
20,0,0,0,0,0,0,0,1,0,0,145,0,0,0,0,0,0,0,0,0,3005
