,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20
0,2049,0,1,8,9,928,27,0,0,976,19,396,13,6,0,9,39,0,108,0,4
1,0,65,0,13,0,2,1,0,28,3,34,34,0,0,2741,0,1,3,680,0,66
2,0,0,2754,519,0,617,0,0,223,0,24,15,62,158,73,0,41,0,0,0,0
3,0,6,282,3718,0,405,0,0,165,0,15,23,30,0,35,77,39,0,1,0,0
4,0,3,0,0,4601,0,0,0,0,5,4,0,0,0,0,278,12,0,2,0,0
5,6,7,0,311,0,1173,0,0,1903,0,84,0,17,18,7,0,0,222,471,0,1
6,127,256,58,21,0,2,2626,0,8,65,72,254,0,0,61,0,6,23,94,3,27
7,90,0,1,10,28,3,1,2378,8,81,7,18,11,1060,1,0,49,0,1020,21,1
8,6,0,10,0,0,0,1,0,281,5,43,5,0,0,0,0,0,0,0,0,0
9,276,2,1,12,1,149,0,0,183,3636,15,305,17,8,1,0,0,0,4,0,1
10,0,0,4,0,0,0,0,0,0,37,2630,1095,0,0,0,0,0,0,0,10,0
11,27,0,0,0,0,1,0,0,46,34,399,1244,0,0,0,0,0,0,1,0,3
12,15,0,23,3,0,2,0,0,2,109,0,674,2723,188,40,0,39,0,37,193,247
13,76,0,0,1,2,0,609,709,17,46,94,193,218,2288,29,0,7,4,419,256,0
14,352,7,340,94,0,2,0,0,118,468,13,208,166,3,1522,6,113,4,1242,0,1
15,0,64,0,0,1,1,0,0,0,0,0,101,0,0,0,3972,0,0,0,0,1
16,66,0,0,46,0,0,0,0,0,125,73,105,0,496,1284,0,419,146,0,0,1
17,20,0,44,0,0,2,0,0,0,22,288,115,4,0,0,0,0,2082,0,0,1
18,21,0,31,81,0,131,23,562,43,0,28,15,256,19,33,8,6,8,3389,17,4
19,12,0,0,3,0,5,0,81,0,122,240,45,327,2,0,0,0,0,0,1066,429
20,6,0,0,8,0,17,1,0,62,12,130,6,29,123,0,0,0,0,0,71,2043
