,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20
0,3296,0,92,5,167,0,187,5,1,157,0,63,0,85,72,0,307,13,61,11,47
1,20,1682,115,4,520,84,0,0,0,0,42,0,0,86,129,2,526,0,0,0,78
2,351,0,1821,772,0,31,0,0,0,0,1,31,20,14,55,1,22,549,331,0,0
3,16,0,158,3947,0,1,0,0,0,0,14,0,5,150,5,305,84,230,39,0,0
4,0,4,0,0,4730,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0
5,1656,6,70,2,0,472,0,0,1,0,8,13,463,29,0,2,70,0,0,0,24
6,38,0,0,0,0,0,3380,0,56,1,174,0,0,0,0,3,174,54,159,4,0
7,91,0,20,0,0,0,1,454,0,0,20,0,3,1583,3,3,0,0,0,11,0
8,8,0,4,0,0,11,0,0,193,0,45,0,0,0,0,0,1,0,0,0,0
9,348,15,0,44,0,2,0,18,0,501,21,8,4,9,0,0,0,0,3906,0,0
10,0,0,2,0,0,7,0,0,0,0,2004,0,0,0,0,1,0,0,0,0,0
11,612,0,0,0,0,0,0,4,0,367,1415,964,0,0,0,150,0,21,0,0,0
12,264,0,0,0,0,114,0,3,0,8,0,3,3304,4,330,1,39,1,532,21,86
13,77,0,6,0,2,0,25,1920,0,4,66,268,90,2284,3,0,5,0,88,6,16
14,18,21,69,0,0,31,0,0,2,0,0,0,283,61,2173,0,65,31,1976,26,0
15,0,0,0,0,0,0,0,0,0,0,15,0,0,0,330,3389,0,0,0,0,0
16,1376,0,1,0,1,0,20,0,0,0,1,6,0,131,0,1,455,1,0,0,1408
17,126,0,16,14,0,0,0,0,0,0,4,5,7,28,0,8,4,2225,0,0,0
18,45,15,44,108,21,78,38,1,0,128,25,0,208,580,466,55,17,2,3133,6,0
19,70,0,3,0,0,33,0,836,0,4,7,40,85,51,0,5,1,3,19,879,2210
20,8,71,14,0,0,0,21,59,0,18,7,15,271,6,0,0,13,1,0,3,2570
