,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20
0,3635,0,1,1,0,0,259,0,0,6,0,11,5,342,7,0,15,2,0,1,0
1,0,3367,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2,425,0,2413,472,0,0,0,0,0,55,0,0,0,0,93,0,60,0,18,25,0
3,22,0,954,3734,0,2,0,0,0,6,11,0,1,6,37,0,24,70,15,0,0
4,0,0,3,14,2261,0,0,0,0,0,0,0,110,2381,0,0,0,0,0,0,0
5,0,0,0,5,0,2657,0,39,0,0,11,0,0,2,3,0,0,0,0,0,0
6,0,0,0,0,0,0,3228,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7,8,0,0,0,0,8,0,2941,0,2,21,0,0,4,0,0,0,0,0,1,0
8,0,0,0,0,0,18,0,9,270,0,79,0,0,0,0,0,0,0,0,0,34
9,2,0,0,0,0,1,0,0,0,3945,0,4,3,2,0,0,0,3,0,0,0
10,0,0,0,0,0,0,0,0,47,0,1977,0,0,0,0,0,0,0,0,0,0
11,1,0,0,0,0,0,0,0,0,1015,4,2377,105,4,21,0,1,2,0,0,0
12,409,0,0,0,0,0,0,0,0,0,0,10,4265,1,6,0,10,1,73,2,0
13,4,0,3,4,0,1,86,0,0,1,24,0,0,814,0,0,3798,0,0,0,0
14,0,0,25,1,0,10,0,0,0,0,0,1,0,2,4733,0,17,2,29,0,0
15,0,0,0,0,55,0,0,0,0,0,0,0,0,0,0,3802,0,0,0,0,0
16,677,0,4,0,0,0,0,0,0,0,4,6,2,14,3,0,2886,4,0,1,0
17,69,0,0,0,0,0,0,0,0,5,4,38,11,0,0,0,0,2285,0,0,0
18,0,0,0,3,0,0,8,0,0,0,13,0,2,0,1999,319,3,0,2617,0,0
19,0,0,0,0,0,0,0,0,0,0,0,132,114,0,95,0,0,3,0,2359,0
20,0,0,0,0,0,0,0,33,3,0,1,0,0,0,0,0,0,0,0,0,3018
