,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20
0,1791,0,57,11,79,15,196,67,0,1,45,411,33,1230,78,132,9,4,116,0,4
1,342,444,8,26,0,681,35,8,0,0,975,0,9,501,308,0,4,0,0,0,21
2,529,10,496,332,0,12,0,586,0,12,11,99,121,986,54,54,6,0,188,0,58
3,19,1,111,796,0,4,2,10,2,0,159,14,2511,77,2,161,18,175,814,0,0
4,158,0,0,0,1979,0,0,0,0,2,0,80,1701,454,392,0,0,0,0,0,0
5,1508,0,8,6,0,35,45,111,0,0,148,68,139,90,18,23,16,0,3,135,356
6,208,0,0,0,0,0,2719,0,0,0,1,0,0,0,0,0,0,299,0,0,0
7,16,0,14,0,0,0,1,382,0,11,35,106,0,2398,3,14,0,0,0,0,0
8,15,0,75,0,0,18,0,19,2,1,81,9,0,109,0,0,43,34,0,0,0
9,101,0,0,7,0,1,4,382,0,1040,1,38,18,2332,0,0,0,0,0,3,28
10,0,13,3,0,0,0,2,0,0,0,1972,2,0,0,7,18,0,2,0,0,0
11,10,0,0,0,0,0,23,46,0,9,14,2327,19,1059,0,0,0,0,0,1,15
12,240,0,34,150,8,17,4,10,0,0,112,24,3637,98,13,0,0,0,394,4,26
13,64,1,2323,0,3,13,33,202,0,0,54,258,2,458,4,103,456,748,8,0,0
14,66,4,65,2,0,43,2,38,5,0,11,10,324,142,2308,0,5,21,1704,13,51
15,171,0,17,421,0,245,38,8,0,0,24,24,175,31,13,2641,0,0,1,0,41
16,1428,0,73,0,228,0,4,52,0,18,9,29,164,369,364,2,674,0,0,0,180
17,28,0,3,1,0,0,53,63,18,0,161,81,0,803,0,0,86,1052,58,0,0
18,55,0,14,95,28,1,10,17,0,9,31,9,394,75,528,54,1,0,3615,22,0
19,9,0,0,0,0,0,11,416,0,0,12,156,154,510,0,0,2,0,565,831,30
20,44,0,0,0,0,33,0,95,305,0,11,39,124,365,0,0,44,0,0,7,1983
