,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20
0,0,47,799,0,42,972,479,648,0,18,17,158,0,0,789,0,0,118,49,130,299
1,0,316,29,0,152,0,0,382,0,0,24,31,0,4,0,0,0,36,2542,0,34
2,0,0,2597,248,0,610,0,0,0,0,291,13,0,360,10,55,0,170,0,0,93
3,0,5,201,2193,0,431,0,0,0,0,171,2,0,7,120,37,0,1428,0,0,28
4,0,12,0,0,4771,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,1
5,0,774,4,10,0,742,0,0,0,0,2676,3,0,12,11,0,0,0,0,0,63
6,0,0,103,1,0,1,1878,0,0,0,92,414,0,1,192,0,0,433,0,0,0
7,0,0,36,0,0,4,21,3855,0,5,28,1,0,509,251,0,0,0,0,158,2
8,0,0,43,0,0,0,0,0,0,0,20,0,0,8,6,0,0,112,0,0,24
9,4,36,158,0,0,280,4,90,0,2063,269,7,0,2,904,0,0,277,0,9,118
10,0,0,32,162,0,0,0,0,0,0,1270,1226,0,409,0,0,0,554,0,0,0
11,0,0,219,0,0,0,1,674,0,0,458,607,0,170,475,0,0,303,0,46,750
12,0,0,23,1194,117,1,62,124,0,4,0,506,0,347,1255,0,0,96,0,697,125
13,0,13,64,0,50,9,0,2724,0,5,282,6,42,71,264,0,0,0,0,261,0
14,0,8,821,0,576,135,4,0,0,0,164,113,0,57,2567,0,0,10,0,0,179
15,0,0,0,150,0,1,0,0,0,0,0,1,0,73,0,3438,0,0,0,0,0
16,43,0,270,0,0,356,1132,0,0,0,75,231,0,994,45,0,0,245,0,0,27
17,0,0,0,140,0,1,1,0,0,0,202,38,0,1,72,0,0,1596,0,0,0
18,43,0,60,110,0,175,241,70,1,3,75,22,55,36,1347,109,0,454,1699,179,0
19,0,0,3,0,0,0,0,3,0,0,163,82,0,5,57,0,0,0,420,1542,152
20,0,0,0,0,255,0,0,0,0,0,144,3,0,2,12,0,0,0,0,0,2735
