,precision,recall,f1-score,support
Amazon Echo,0.8010472194810567,0.7769163763066201,0.7884159742102714,4592.0
Awair air quality monitor,0.9860338983538792,0.9881231272132933,0.9869876309958563,3671.0
Belkin Wemo switch,0.22119476998853868,0.07405260811413286,0.11089847188596982,4486.0
Belkin wemo motion sensor,0.542993992543277,0.9334862385321102,0.6865945166374667,4796.0
Dropcam,0.9942824236624735,0.9989398572884811,0.9966044903496968,4905.0
HP Printer,0.9837498400645744,0.28687203791469196,0.44420799143885825,4220.0
Light Bulbs LiFX Smart Bulb,0.987529703014444,0.9733189305968134,0.9803370962011868,3703.0
MacBook,0.9112833989666183,0.641687552213868,0.7484794736053045,4788.0
NEST Protect smoke alarm,0.09744689802295654,0.8547008547008547,0.17494752526261187,351.0
Netatmo Welcome,0.9913983189038115,0.904619388418998,0.9460222355465266,4611.0
Netatmo weather station,0.7136644604206737,0.9994703389830508,0.8327265806124398,3776.0
PIX-STAR Photo-frame,0.7800861600426711,0.7333333333333334,0.7558583412255625,1755.0
Phillip Hue Lightbulb,0.9914342916186932,0.7189755529685682,0.8328206620173335,4295.0
Samsung Galaxy Tab,0.7002281429736547,0.8688808373590982,0.7739141740311608,4968.0
Samsung SmartCam,0.8306837558165283,0.48954711311440224,0.6157574832814252,4659.0
Smart Things,1.0,0.9957004830917875,0.9978390292666723,4140.0
TP-Link Day Night Cloud camera,0.8969764956704637,0.8077508149221296,0.8491636452129139,2761.0
TP-Link Smart plug,0.9364866404005531,0.8496508921644687,0.8909151024141204,2578.0
TPLink Router Bridge LAN,0.6118745327081523,0.9773262032085561,0.7524525376951544,4675.0
Triby Speaker,0.8214368073313558,0.865180102915952,0.8423326513303874,2332.0
iHome,0.9815609965865988,0.9169059011164273,0.9481323588875303,2508.0
accuracy,0.7819498536337024,0.7819498536337024,0.7819498536337024,0.7819498536337024
macro avg,0.7991139403129035,0.7931161211656017,0.7597813320051643,78570.0
weighted avg,0.8207739337286066,0.7819498536337024,0.77419088358328,78570.0
