,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20
0,3463,0,958,0,0,0,0,0,0,13,17,6,18,8,0,0,6,76,0,0,0
1,0,3526,0,0,0,0,0,0,0,0,24,0,0,0,0,0,0,0,0,0,0
2,0,0,69,3380,0,0,0,1,237,0,54,0,0,0,659,0,47,0,0,0,0
3,0,0,6,4355,0,0,0,0,157,0,14,0,0,0,51,0,40,0,0,0,0
4,38,0,0,0,4745,0,0,0,0,0,6,0,0,1,0,0,0,0,0,0,0
5,0,0,0,0,0,1565,0,1,2572,0,102,0,0,0,46,0,0,0,0,3,6
6,0,0,0,0,0,0,3022,0,0,0,92,0,0,0,0,0,0,0,1,0,0
7,6,0,1,0,0,94,0,2321,32,0,15,9,2,2268,10,0,0,1,0,85,26
8,0,0,0,0,0,0,0,4,185,0,22,0,0,0,0,0,0,0,0,0,2
9,1,0,280,4,0,0,0,0,238,3620,31,36,2,0,0,0,3,6,0,0,0
10,0,0,0,0,0,0,0,0,3,0,3649,0,0,0,0,0,0,0,0,0,1
11,1,0,0,0,0,0,0,0,91,49,367,3145,0,9,0,0,1,34,1,5,0
12,2,0,0,265,0,0,0,0,0,33,0,19,3706,149,0,0,3,13,21,340,0
13,23,0,8,3,0,0,0,1,14,3,255,1,5,3444,6,0,4,3,0,21,0
14,209,0,0,17,0,4,0,0,142,14,22,0,0,0,2980,0,145,0,1100,1,0
15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3663,0,0,0,0,0
16,28,0,72,175,0,0,0,0,0,0,75,0,1,0,0,0,3066,1,0,0,0
17,25,0,0,103,0,0,0,0,0,13,202,20,2,0,1,0,0,1682,3,0,0
18,0,0,0,16,0,0,4,5,68,5,7,0,53,48,126,0,5,0,4342,0,0
19,122,0,1,0,0,0,0,0,0,0,163,0,4,0,0,0,0,0,0,2137,0
20,0,0,0,0,0,0,0,0,0,0,148,0,0,0,0,0,0,0,0,0,3003
