,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20
0,1578,6,0,0,10,388,16,32,0,1341,17,384,14,122,0,4,583,62,0,0,1
1,5,2140,1,55,0,1145,24,0,53,1,34,0,5,0,64,0,15,0,0,3,0
2,172,0,855,60,17,247,1,1,189,885,58,57,5,56,1124,3,366,0,343,0,0
3,29,11,821,982,1,254,0,0,125,64,41,6,7,35,99,301,258,0,1583,0,0
4,3475,4,0,0,491,0,0,0,0,5,6,0,0,745,0,62,0,0,0,0,0
5,1,208,1,0,0,676,0,8,2057,1,103,1,4,514,265,0,445,0,0,0,2
6,246,0,1,0,0,0,1490,0,0,33,171,0,0,44,107,0,0,27,990,0,0
7,2617,5,47,0,39,27,0,129,12,89,15,152,665,34,79,0,84,0,21,389,459
8,0,0,32,0,0,0,0,3,26,23,23,3,0,0,99,0,0,0,0,0,0
9,67,1,1,6,0,112,3,0,190,3217,31,21,1,51,0,0,511,3,0,0,0
10,17,250,237,49,0,0,216,0,0,11,2541,21,15,90,3,1,0,0,184,12,0
11,140,0,28,0,0,0,16,67,72,1198,371,1747,33,19,0,0,0,1,1,1,2
12,234,0,187,5,146,79,0,1,0,14,20,44,2365,3,99,342,0,4,591,191,220
13,356,3,0,4,3,4,4,201,12,2074,260,353,20,191,32,7,50,7,41,158,4
14,201,140,98,4,3,287,3,17,113,465,25,58,179,28,1655,0,81,0,1268,0,0
15,0,2,0,57,0,488,0,0,0,0,0,5,0,0,0,3107,0,0,0,0,0
16,230,92,0,3,15,142,897,3,0,41,76,38,4,531,232,0,941,169,0,0,0
17,26,110,51,115,0,0,72,7,0,3,289,60,0,3,12,0,0,1134,161,0,0
18,2,6,34,27,0,90,6,1,55,14,29,0,144,21,9,69,99,6,4030,30,0
19,7,15,0,1,0,114,7,7,0,4,169,33,1,0,0,0,0,0,0,2026,38
20,10,75,0,0,0,207,0,0,0,0,147,4,128,0,0,0,1017,0,0,0,1558
