,Feature,CV-ADS1,CV-ADS2,CV-DIS1,CV-DIS2,SS-AD-S1-2,SS-AD-S2-1,SS-DI-S1-2,SS-DI-S2-1,DD-DD11,DD-DD11T,DD-DD12,DD-DD12T,DD-DD21,DD-DD21T,DD-DD22,DD-DD22T
0,HH_0.01_covariance_0_1,0.2048931693292948,0.3498798991265396,0.1525503364181711,0.1490719838371156,0.228703215386494,0.118798794178122,0.1394444365381852,0.1314880852317016,0.0680355574538916,0.0442821607748765,0.0681931316393255,0.0357227823607667,0.0546056466992441,0.0660075444839322,0.0489256413634252,0.0622634579210485
1,HH_0.01_magnitude_0_1,0.3180834638358914,0.4291948099210358,0.2758408873031864,0.2781928194118302,0.2203509882394921,0.1992698905065023,0.2464224304926142,0.240762765004497,0.1146565282423518,0.0802066580613054,0.1158331451574959,0.093696867099095,0.1339850952172695,0.1150785722389936,0.1361157377302233,0.1183292736039136
2,HH_0.01_mean_0,0.3844403998853889,0.5547639174732326,0.4012688932694524,0.3892816489744234,0.3434460011008857,0.2990767835019482,0.3645101595992521,0.3636242624945832,0.1296638796253419,0.1369964701357585,0.1266160121069016,0.1285342005791863,0.1558998247706466,0.1684916223724152,0.1455617930549979,0.1639387948077493
3,HH_0.01_pcc_0_1,0.1959617538145499,0.2915372626566925,0.1295888115318072,0.1281314142329556,0.1952029777500911,0.0850008929173978,0.1133003086284945,0.1067439787242284,0.0553419540364864,0.0288154366299415,0.0495722900141957,0.0244510010569392,0.0528758006973016,0.0755226352751927,0.0449036427010257,0.0654306387535293
4,HH_0.01_radius_0_1,0.245359935823225,0.4108307254098852,0.2490433460383722,0.2453023527983744,0.2322515979883956,0.1957886009014323,0.2171570019127088,0.2217447151371342,0.0778184254715091,0.0518740872580757,0.0674327759015616,0.0496259741007697,0.089092962025879,0.0951788493086214,0.0842917573945738,0.0866659042615455
5,HH_0.01_std_0,0.2992575016820477,0.5002291729489892,0.3730242948893288,0.3628596180760023,0.3352779562431112,0.2807297164385886,0.3488041328758131,0.3416302922552938,0.0899243298513006,0.0849988732981874,0.0859105851807517,0.0754519281282094,0.1123006140788451,0.1371923766351274,0.1140913678182007,0.1284690647091069
6,HH_0.01_weight_0,0.2989394255920809,0.3975857741881403,0.3016355594727052,0.2948673529001332,0.2522987904032437,0.2135915134129946,0.2566159297260247,0.2663555715283552,0.0932173841938828,0.0899511896307958,0.111711754708895,0.1041512877450641,0.1068944035915419,0.104820597253381,0.1194060757776562,0.0995422766973294
7,HH_0.1_covariance_0_1,0.1610032040470461,0.2760979759571335,0.1440060605197948,0.1389468313278581,0.1713421461434308,0.0875545452954311,0.1261017172714058,0.1234012540884976,0.0647511356351873,0.0433530076399287,0.0648948723968727,0.0453033796836246,0.0556155549962256,0.0704182655355278,0.0549606366368875,0.078027500341829
8,HH_0.1_magnitude_0_1,0.3226764736732239,0.3591948156084985,0.3080508598922759,0.2937000420152231,0.2164336134544153,0.1987091343365528,0.2538050076782128,0.2575874852685895,0.129451778649421,0.1106117513898666,0.1221912354731421,0.1220574542354333,0.1365857235555089,0.1347500366778693,0.129739785140968,0.1274014546541461
9,HH_0.1_mean_0,0.36271424514151,0.3983175870716815,0.4068148788916795,0.3900516948249286,0.2886426936780525,0.2608016379970664,0.3381307019138827,0.3435652127525919,0.1711789739048781,0.1481149196503783,0.1473382218513597,0.1411785213759946,0.1647095416471492,0.1749218373926597,0.1546946395526266,0.1760203916734963
10,HH_0.1_pcc_0_1,0.1453437161168153,0.201720774195756,0.1021284090527071,0.1104292544559728,0.1172367556017028,0.0508622505929189,0.0923723998742808,0.0848063800937592,0.0405419507138656,0.0307273835358187,0.0465192762314363,0.0261603281143347,0.0254160717670952,0.0417073754168996,0.028887064579678,0.0358276295717213
11,HH_0.1_radius_0_1,0.2496952158169876,0.3141826736657734,0.2628397953353905,0.2556705444679931,0.1981157662566461,0.1793120049000002,0.2133703590728023,0.2215049398271419,0.0723246780713169,0.0617458104239825,0.0686348528611693,0.055828315725492,0.0758009638153335,0.0868464822886704,0.0730060202582474,0.0843752372791019
12,HH_0.1_std_0,0.2608879089611861,0.3428670296830723,0.3483324980523005,0.3337979273930994,0.2395939604807476,0.2174544925189462,0.2904718840069131,0.287705105739211,0.0979852556452506,0.0824621105496563,0.0825052611228231,0.0764016709492636,0.0862579692776542,0.0927263937531645,0.0782585672576928,0.0862995752424388
13,HH_0.1_weight_0,0.264909530069133,0.260716461095057,0.253449937919825,0.2497090508569704,0.1664882308822658,0.1701916966467909,0.195493488622017,0.1984922934509415,0.0918610998726348,0.0932478885546329,0.0888300967294207,0.095206811280084,0.1075502311208462,0.1091484689314989,0.1003186583981549,0.1113724872703103
14,HH_1_covariance_0_1,0.144410759495332,0.2065888652853177,0.1497146296088136,0.1437642167625113,0.1312655596971405,0.0568009887069193,0.1378283427950437,0.1319624964910553,0.0590940127839872,0.0497181612243846,0.0592886791983725,0.0487491798228284,0.0425129331153436,0.0699647600187092,0.0423985659527663,0.0741368742123758
15,HH_1_magnitude_0_1,0.4247247965489709,0.4502043862901326,0.4313326611925504,0.3915544353395423,0.3254421823646392,0.2953178679199243,0.3536385465528276,0.3831658409254344,0.2211361602117874,0.1581254556489734,0.1906342290970712,0.1585109919766613,0.2033153272618434,0.1862189666312098,0.1877764889848132,0.1881250488079043
16,HH_1_mean_0,0.5018159697478705,0.5417754414329791,0.5163711814396226,0.4752607370571819,0.4469517842730559,0.3839043188152592,0.428095490343132,0.4598454580559805,0.2709143056338824,0.2024535967112649,0.2420667799929289,0.2143964201064231,0.2710648408070097,0.2392632103446745,0.2555328653540132,0.2426298148870309
17,HH_1_pcc_0_1,0.1723514700480112,0.1951250229204008,0.1360186139129216,0.1312912198634753,0.1338921305431666,0.0850873281223266,0.1227461584202093,0.1175681184450628,0.0668741734033433,0.0791992031887364,0.0688618454694138,0.0709102904265204,0.0440991556072133,0.0659154619406595,0.0436553157944166,0.059295969206223
18,HH_1_radius_0_1,0.2614695687285249,0.2966758871313222,0.2703162138826656,0.2503825646411303,0.2175772691817586,0.1792935991136088,0.2135105496599959,0.2237346201744757,0.1112150595231667,0.0821739345960912,0.0899853405387287,0.0763284619196176,0.1162831539897268,0.097965481690751,0.1052421529405022,0.0947166930373915
19,HH_1_std_0,0.2497451491384092,0.3121686826840978,0.3280251490933212,0.2971846122543946,0.2343659367292619,0.1990817304128029,0.2624605483039252,0.2756139569641186,0.1330420051518857,0.0941105198866022,0.1037902711622784,0.0896570306594023,0.0944294961374745,0.1113063262203497,0.0836596545557017,0.1041092447313375
20,HH_1_weight_0,0.3056899481395058,0.3132549894507814,0.2803713161120868,0.2489679583741735,0.2375626568188587,0.1963451163810792,0.2149814113918965,0.2268184451910734,0.0951791692324777,0.0679216578607121,0.0914920077639468,0.0661591798623065,0.1074788658176525,0.0919254081584807,0.1080775072225697,0.0917112424447041
21,HH_3_covariance_0_1,0.1098612903417227,0.1556407396777356,0.1286834783206065,0.1266666034816073,0.0950482483478775,0.0345280448395044,0.1153802102840022,0.1019603365314334,0.0391772208681296,0.0372957545346523,0.0411759972670239,0.0379728774486929,0.0200920711261983,0.0492768973399613,0.0195599864303772,0.0605811813885901
22,HH_3_magnitude_0_1,0.4789126256188418,0.5317619997141796,0.5006789178437605,0.4612319616995156,0.4023728703609851,0.380269999995924,0.4114430384313569,0.4472418006862532,0.2512082762744991,0.2085152047309252,0.2248406718024158,0.2022318264895675,0.2303034181811105,0.2468959045109305,0.2132240775249116,0.2361700076906165
23,HH_3_mean_0,0.5386428356129753,0.6217446962718831,0.5574394136803527,0.522044344365744,0.5119050645663354,0.458786041060727,0.4719659066567264,0.4990318175288159,0.3140408885702523,0.2663320665951003,0.283992955407041,0.2980317777278922,0.3000069794667964,0.2679979969238331,0.2777198282255499,0.2687292418447632
24,HH_3_pcc_0_1,0.1369621660373675,0.1595338590465235,0.1248292144968579,0.1265101824764621,0.1083929521226995,0.076250627030143,0.1159416134176442,0.1112273740185101,0.0703482321746105,0.0695505315487458,0.0763994269642186,0.068080124412603,0.0514510722954731,0.0534428668019888,0.0545473738827297,0.0522419443094818
25,HH_3_radius_0_1,0.2353541599205303,0.285292267905937,0.2732815314685646,0.2538367348640934,0.2163680230230481,0.1734979036659923,0.2113481602178283,0.2235348447869327,0.1149946168007057,0.092554061895128,0.0908995212862274,0.0846714425590927,0.0866254986462978,0.1032771430864237,0.0762217915507296,0.0943808034237468
26,HH_3_std_0,0.2527367253827687,0.3307779121620902,0.31913251935761,0.2857222054917159,0.2727297388485548,0.2208172245157879,0.2517607837279909,0.2675306748142497,0.1255758753917297,0.1172940218092352,0.1107376282127794,0.1088535198099514,0.1214619110109452,0.1342481577684399,0.1136550421137605,0.1246867493805075
