Dataset,T,CV,ML,Acc,b_Acc,Prec,Rec,F1,kap,ROC,tra-T,test-T,Al-Time
results/other/13_13,0,1,DT,0.7440596168397225,0.8009495142920994,0.7320666527595584,0.8009495142920994,0.7290757419611311,0.7301787790873118,0,0.5490944385528564,0.05279684066772461,2.7611396312713623
results/other/13_13,1,2,DT,0.745223213434136,0.8038149326269277,0.7305062681393079,0.8038149326269277,0.7298189886948641,0.7313933945858291,0,0.5530502796173096,0.04687356948852539,2.7571070194244385
results/other/13_13,2,3,DT,0.7448289894513292,0.8019703920418431,0.7308338290700277,0.8019703920418431,0.729148344101531,0.7309964575296131,0,0.5619735717773438,0.04750204086303711,2.748849630355835
results/other/13_13,3,4,DT,0.7628361236337278,0.8148837623416018,0.7445738764662347,0.8148837623416018,0.7449840320930444,0.7499143905913677,0,0.5469963550567627,0.046364545822143555,2.7492129802703857
results/other/13_13,4,5,DT,0.7418087250669227,0.7993809873655705,0.7215454107828506,0.7993809873655705,0.7169237350370035,0.7287394692716548,0,0.5511832237243652,0.052321672439575195,2.776153802871704
results/other/13_13,5,6,DT,0.7618060545173617,0.8145284587935765,0.73170092869661,0.8145284587935765,0.7316775491091596,0.7496828430808988,0,0.562359094619751,0.05281805992126465,2.7757201194763184
results/other/13_13,6,7,DT,0.7617361115526702,0.8143588904820104,0.7312269522050264,0.8143588904820104,0.7314932180942189,0.7496156041219881,0,0.5484588146209717,0.06051921844482422,2.7905566692352295
results/other/13_13,7,8,DT,0.7410584278093227,0.7985236964232426,0.7225442528561558,0.7985236964232426,0.716784751487798,0.7279510210494526,0,0.5475916862487793,0.04693341255187988,2.804234504699707
results/other/13_13,8,9,DT,0.7635546286346497,0.8157608679995333,0.7438344844944647,0.8157608679995333,0.7452470551074758,0.7506734578732226,0,0.5728888511657715,0.047197818756103516,2.795947313308716
results/other/13_13,9,10,DT,0.7634592518646158,0.8158426274829877,0.7446690699936054,0.8158426274829877,0.7457825219131093,0.7505720752626576,0,0.5471429824829102,0.06258392333984375,2.765758514404297
