,precision,recall,f1-score,support
Amazon Echo,0.9996512207274538,1.0,0.9998253057149988,10000.0
Awair air quality monitor,1.0,1.0,1.0,10000.0
Belkin Wemo switch,0.0,0.0,0.0,10000.0
Belkin wemo motion sensor,0.46337348056677746,0.99372,0.6320295025242388,10000.0
Dropcam,1.0,0.5977399999999999,0.7482166516519234,10000.0
HP Printer,1.0,0.19227,0.32251508923570915,10000.0
Light Bulbs LiFX Smart Bulb,1.0,1.0,1.0,9530.0
MacBook,0.6625494869305915,0.98651,0.7923939026762759,10000.0
NEST Protect smoke alarm,0.8959996081977094,0.9906103286384977,0.9407241643094182,213.0
Netatmo Welcome,0.9994002998500748,0.9999,0.9996500874781304,10000.0
Netatmo weather station,0.9921568839238872,0.91082,0.9497456909116158,10000.0
PIX-STAR Photo-frame,0.9789047986132969,0.9937888198757763,0.9862843575929139,3703.0
Phillip Hue Lightbulb,0.9986758853120603,0.8483700000000001,0.9133239802238308,10000.0
Samsung Galaxy Tab,0.559147033140764,0.9993999999999998,0.7170299039216974,10000.0
Samsung SmartCam,0.9994629003381739,1.0,0.9997307270370002,10000.0
Smart Things,1.0,1.0,1.0,10000.0
TP-Link Day Night Cloud camera,1.0,0.6832049763033174,0.8117905851297846,6752.0
TP-Link Smart plug,0.9995042584002161,0.9830326669917113,0.9911975686181116,2051.0
TPLink Router Bridge LAN,0.5511788730874801,1.0,0.7106363139608772,10000.0
Triby Speaker,0.8697059681891144,0.004246631278072683,0.00844155322688467,7347.0
iHome,1.0,1.0,1.0,3151.0
accuracy,0.8018645765194184,0.8018645765194184,0.8018645765194184,0.8018645765194184
macro avg,0.8557005093941715,0.8182673058613037,0.7868350182958768,172747.0
weighted avg,0.8332671826824667,0.8018645765194184,0.7638959467436044,172747.0
