,precision,recall,f1-score,support
Amazon Echo,0.7795148537603065,0.86412,0.8187490651834868,10000.0
Awair air quality monitor,0.5142968335234975,0.88246,0.6431076933206632,10000.0
Belkin Wemo switch,0.17811351155291674,0.08388,0.11241441412803588,10000.0
Belkin wemo motion sensor,0.28008906876277495,0.75718,0.4072732057415779,10000.0
Dropcam,0.9257677609717593,0.9854,0.9541320926279857,10000.0
HP Printer,0.8181060049218919,0.4196000000000001,0.532229154640805,10000.0
Light Bulbs LiFX Smart Bulb,0.8729309093292207,0.98292,0.9228609484025524,10000.0
MacBook,0.38627881827800115,0.74766,0.5038167323364388,10000.0
NEST Protect smoke alarm,0.45547448542633645,0.6062678062678063,0.3749011150050475,351.0
Netatmo Welcome,0.8601504982450796,0.8977400000000001,0.876403965455746,10000.0
Netatmo weather station,0.8042268804887588,0.9122600000000001,0.8448765554070665,10000.0
PIX-STAR Photo-frame,0.5520148948501232,0.40205128205128204,0.43707215748059164,1755.0
Phillip Hue Lightbulb,0.33954203797816296,0.48019999999999996,0.38569423318637236,10000.0
Samsung Galaxy Tab,0.5441484541739181,0.44964000000000004,0.47595805104165345,10000.0
Samsung SmartCam,0.4980360389770281,0.5778000000000001,0.5232509236752415,10000.0
Smart Things,0.0,0.0,0.0,10000.0
TP-Link Day Night Cloud camera,0.0,0.0,0.0,5513.0
TP-Link Smart plug,0.0,0.0,0.0,2578.0
TPLink Router Bridge LAN,0.0,0.0,0.0,10000.0
Triby Speaker,0.0,0.0,0.0,7070.0
iHome,0.0,0.0,0.0,4893.0
accuracy,0.5304774628252787,0.5304774628252787,0.5304774628252787,0.5304774628252787
macro avg,0.41946147863046557,0.47853233753900415,0.41965430036348883,172160.0
weighted avg,0.459692578964218,0.5304774628252787,0.4699484333133217,172160.0
