,precision,recall,f1-score,support
Amazon Echo,0.8845453271682779,0.6313,0.7367683958685884,10000.0
Awair air quality monitor,0.9411764705882353,0.0048,0.00955128842901204,10000.0
Belkin Wemo switch,0.0,0.0,0.0,10000.0
Belkin wemo motion sensor,0.9719497029155727,0.7034,0.8161513024308175,10000.0
Dropcam,0.0,0.0,0.0,10000.0
HP Printer,0.989852971629737,0.8735380116959064,0.928065236384817,5472.0
Light Bulbs LiFX Smart Bulb,0.9490978731982663,0.9416,0.9453340695748206,10000.0
MacBook,0.14783235258796684,0.5623572407492006,0.23411943704830734,2189.0
NEST Protect smoke alarm,0.2552083333333333,0.5610687022900763,0.35083532219570407,262.0
Netatmo Welcome,0.90956749672346,0.0694,0.12896032704636254,10000.0
Netatmo weather station,0.9875283446712018,0.6463022508038585,0.7812827029451338,4043.0
PIX-STAR Photo-frame,0.9881376037959668,0.9431078403622983,0.965097755249819,3533.0
Phillip Hue Lightbulb,0.9526511792871076,0.5372,0.6870004475989513,10000.0
Samsung Galaxy Tab,0.12466093889961267,0.9881,0.22139072179962582,10000.0
Samsung SmartCam,0.9912087912087912,0.4961,0.6612462512495835,10000.0
Smart Things,1.0,0.766,0.8674971687429218,10000.0
TP-Link Day Night Cloud camera,0.977602756583805,0.5769901220220802,0.7256782680186352,6884.0
TP-Link Smart plug,0.8895510528406834,0.9187525646286417,0.9039160274525636,2437.0
TPLink Router Bridge LAN,0.7227084292952557,0.1569,0.2578259797880207,10000.0
Triby Speaker,0.7510442773600668,0.1798,0.29014039051153784,10000.0
iHome,0.9102844638949672,0.9436163318211277,0.9266507557677008,6172.0
accuracy,0.4899870801033592,0.4899870801033592,0.4899870801033592,0.4899870801033592
macro avg,0.7306956364753481,0.5476349078272947,0.5446434213382345,160992.0
weighted avg,0.744090676464203,0.4899870801033592,0.5055379153241117,160992.0
