,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20
0,9344,0,105,105,0,0,0,1,0,291,4,114,0,32,0,0,0,0,0,0,0
1,0,7307,0,272,0,1,366,350,1353,0,349,0,0,0,0,0,0,0,0,0,0
2,3580,0,1984,1938,0,3,0,43,0,52,3,0,1196,1198,0,0,0,0,0,0,0
3,975,0,1821,4331,20,37,0,564,0,8,26,122,1264,829,0,0,0,0,0,0,0
4,1511,0,0,0,4146,0,0,0,0,0,0,0,39,4301,0,0,0,0,0,0,0
5,0,25,0,298,0,4855,1,91,0,1,90,1,0,2,0,0,0,0,0,0,0
6,0,0,0,0,0,0,9995,0,0,0,4,0,0,0,0,0,0,0,0,0,0
7,17,1,3,56,45,13,3,2547,0,4,97,4,49,140,0,0,0,0,0,0,0
8,0,0,0,0,0,55,2,3,195,0,142,11,0,0,0,0,0,0,0,0,0
9,2814,0,0,0,0,2,0,28,0,6238,5,822,0,89,0,0,0,0,0,0,0
10,0,0,0,0,0,257,171,0,0,0,3616,0,0,0,0,0,0,0,0,0,0
11,1094,0,0,0,0,0,0,0,0,232,12,2162,0,28,0,0,0,0,0,0,0
12,989,0,935,1597,2,0,0,13,0,0,0,454,5411,596,0,0,0,0,0,0,0
13,2027,0,22,32,10,54,0,408,0,1562,1,1616,7,4256,0,0,0,0,0,0,0
14,46,0,2653,2019,0,1004,0,1791,0,0,1688,21,555,219,0,0,0,0,0,0,0
15,0,1002,2,1362,0,30,2154,2504,0,2,2711,15,0,212,0,0,0,0,0,0,0
16,2889,0,1657,1108,0,0,0,290,0,0,15,323,0,796,0,0,0,0,0,0,0
17,112,0,56,1738,0,209,0,228,0,0,10,24,16,16,0,0,0,0,0,0,0
18,989,39,819,642,17,954,456,2284,2,386,1325,294,350,1437,0,0,0,0,0,0,0
19,447,0,0,0,0,0,0,1831,0,0,8,77,2129,916,0,0,0,0,0,0,0
20,0,5315,0,0,0,29,0,9,592,0,66,0,0,18,0,0,0,0,0,0,0
