,precision,recall,f1-score,support
Amazon Echo,0.7452611218568665,0.7706,0.7577187807276303,10000.0
Awair air quality monitor,0.21739130434782608,0.0125,0.02364066193853428,10000.0
Belkin Wemo switch,0.16339971773561235,0.1042,0.12725163338828846,10000.0
Belkin wemo motion sensor,0.5418906101802087,0.3428,0.41994364816856555,10000.0
Dropcam,0.8198151950718685,0.9582,0.883622279601623,10000.0
HP Printer,0.9776597692730269,0.994782932737097,0.986147026228297,5367.0
Light Bulbs LiFX Smart Bulb,0.8370870212952415,0.9551999999999999,0.892251646350007,10000.0
MacBook,0.18172575930867962,0.9581239530988274,0.3055065961651445,2985.0
NEST Protect smoke alarm,0.4382314694408322,0.8219512195121951,0.5716709075487701,410.0
Netatmo Welcome,0.8014359990096558,0.3237,0.4611439561222309,10000.0
Netatmo weather station,0.994590695997115,0.6818294190358467,0.8090349075975359,4045.0
PIX-STAR Photo-frame,0.9364383561643835,0.9682719546742209,0.9520891364902507,3530.0
Phillip Hue Lightbulb,0.9793459552495698,0.9103999999999999,0.9436152570480928,10000.0
Samsung Galaxy Tab,0.4659287443791076,0.1347,0.2089830114033046,10000.0
Samsung SmartCam,0.8875398089171973,0.8918000000000001,0.8896648044692738,10000.0
Smart Things,0.7979371316306483,0.8123000000000001,0.8050545094152627,10000.0
TP-Link Day Night Cloud camera,0.3595028482651476,0.9805084745762713,0.5261083743842364,7080.0
TP-Link Smart plug,0.6714783474365356,0.5592868988391376,0.6102691698710699,2412.0
TPLink Router Bridge LAN,0.47892518440463644,0.6363,0.5465086317959289,10000.0
Triby Speaker,0.9949238578680204,0.9417852522639067,0.9676255577708155,5411.0
iHome,0.999164159144099,0.9910462609849112,0.9950886539582118,6031.0
accuracy,0.6523961823858181,0.6523961823858181,0.6523961823858181,0.6523961823858181
macro avg,0.6804606217607752,0.7023945888439246,0.6515685309734798,157271.0
weighted avg,0.675470550562434,0.6523961823858181,0.6301250739312049,157271.0
