,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20
0,9151,0,5,627,0,1,0,29,0,21,0,83,56,0,3,0,7,13,0,2,0
1,0,9863,0,0,0,0,51,0,0,0,84,0,0,0,0,0,0,0,2,0,0
2,0,0,5,8201,0,0,0,0,502,0,38,2,0,0,1046,0,0,205,0,0,0
3,0,0,2,6793,0,0,0,1247,358,0,0,0,0,0,176,0,0,1423,0,0,0
4,0,0,0,13,9631,0,0,70,0,0,0,5,0,279,0,0,0,1,0,0,0
5,0,0,0,0,0,3836,0,9,6114,0,0,0,0,25,1,0,0,0,14,0,0
6,0,0,0,0,0,0,9238,0,0,0,288,0,0,0,0,0,0,0,3,0,0
7,21,0,0,61,0,457,0,7782,39,45,1,0,0,1342,14,0,16,0,213,2,4
8,0,0,0,0,0,0,0,4,191,0,8,0,0,10,0,0,0,0,0,0,0
9,652,0,0,16,0,0,0,0,577,8689,1,41,0,0,0,0,9,7,4,3,0
10,0,0,0,2459,0,0,0,0,862,0,6368,109,0,0,0,0,31,9,0,0,162
11,0,0,0,18,0,0,0,4,91,34,23,3352,0,14,0,0,104,57,1,4,0
12,92,0,0,1466,0,0,0,2092,0,0,0,64,5433,2,0,0,0,7,681,161,0
13,163,0,11,221,21,123,0,339,72,101,6,98,3,8584,139,0,42,20,50,1,3
14,0,0,1,220,0,372,0,0,279,0,0,13,0,578,8424,0,64,4,44,0,0
15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10000,0,0,0,0,0
16,0,0,1416,369,0,0,0,0,0,0,0,6,0,0,6,0,4952,3,0,0,0
17,0,0,6,488,0,0,0,0,0,1,1,39,0,0,40,0,37,1438,1,0,0
18,0,0,0,29,0,73,0,0,145,14,0,0,3,45,182,0,5,7,9467,26,0
19,0,0,5,759,0,0,0,4,0,6,0,68,0,0,0,0,9,25,0,6471,0
20,0,0,0,0,0,0,0,10,0,0,0,88,0,0,0,0,41,15,0,0,2997
