,precision,recall,f1-score,support
Amazon Echo,0.42638623326959846,0.5129,0.4656589041717736,10000.0
Awair air quality monitor,0.37075974738115947,0.9804,0.5380457152265181,10000.0
Belkin Wemo switch,0.3523562872866855,0.7619,0.4818644657369636,10000.0
Belkin wemo motion sensor,0.1818397767088307,0.3062,0.22817541637169791,10000.0
Dropcam,0.9561722488038278,0.9992,0.9772127139364303,10000.0
HP Printer,0.8162128712871287,0.1319,0.22710055096418733,10000.0
Light Bulbs LiFX Smart Bulb,0.9655562410034958,0.9391,0.9521443779783028,10000.0
MacBook,0.7872949752668575,0.3024,0.4369626472075717,10000.0
NEST Protect smoke alarm,0.23028785982478098,0.5242165242165242,0.32,351.0
Netatmo Welcome,0.0746092210692237,0.0568,0.06449781411457446,10000.0
Netatmo weather station,0.48714659551541895,0.9494,0.6439011156702499,10000.0
PIX-STAR Photo-frame,0.2858719646799117,0.4427350427350427,0.3474178403755869,1755.0
Phillip Hue Lightbulb,0.18297248901188345,0.2248,0.20174100332047026,10000.0
Samsung Galaxy Tab,0.22859576884850205,0.483,0.3103215651000675,10000.0
Samsung SmartCam,0.8533908976434611,0.4744,0.6098078282665981,10000.0
Smart Things,0.0,0.0,0.0,10000.0
TP-Link Day Night Cloud camera,0.0,0.0,0.0,5513.0
TP-Link Smart plug,0.0,0.0,0.0,2578.0
TPLink Router Bridge LAN,0.0,0.0,0.0,10000.0
Triby Speaker,0.0,0.0,0.0,7070.0
iHome,0.0,0.0,0.0,4893.0
accuracy,0.4192901951672863,0.4192901951672863,0.4192901951672863,0.4192901951672863
macro avg,0.3428311036952746,0.38520721747388414,0.32404056944957105,172160.0
weighted avg,0.39158614003120634,0.4192901951672863,0.36068993663169846,172160.0
