,precision,recall,f1-score,support
Amazon Echo,0.7080260268016628,0.8191599999999999,0.7593126034458798,10000.0
Awair air quality monitor,0.769159431622117,0.17828,0.28300690688036,10000.0
Belkin Wemo switch,0.4410574736235281,0.15738000000000002,0.23197730631681196,10000.0
Belkin wemo motion sensor,0.8270018030631094,0.6904999999999999,0.7522607101229893,10000.0
Dropcam,0.9998908151295343,0.91844,0.9567700853229208,10000.0
HP Printer,0.9718932124903163,0.9908701322899199,0.9812896900781493,5367.0
Light Bulbs LiFX Smart Bulb,0.9201763007136565,0.9999,0.9582043514592211,10000.0
MacBook,0.7565482686978202,0.9633500837520937,0.8471618558362517,2985.0
NEST Protect smoke alarm,0.03860790512272969,0.8243902439024391,0.07372539493001344,410.0
Netatmo Welcome,0.9955066319989712,0.8112600000000001,0.8939843682422401,10000.0
Netatmo weather station,0.990530303030303,0.646477132262052,0.7823485415108452,4045.0
PIX-STAR Photo-frame,0.9337567464783852,0.994900849858357,0.9633307583917231,3530.0
Phillip Hue Lightbulb,0.9266926564857456,0.5983799999999999,0.7269478160594767,10000.0
Samsung Galaxy Tab,0.3053408007310594,0.5202199999999999,0.3805611826986962,10000.0
Samsung SmartCam,0.8857276044152469,0.53614,0.667848772563898,10000.0
Smart Things,0.9691190642393778,1.0,0.9842607109771236,10000.0
TP-Link Day Night Cloud camera,0.49635027644670887,0.6138700564971751,0.521964383416694,7080.0
TP-Link Smart plug,0.8940559744408946,0.9278606965174131,0.9106446277925169,2412.0
TPLink Router Bridge LAN,0.5694536371765718,0.7659800000000001,0.6530506452480086,10000.0
Triby Speaker,0.7026970057732776,0.9428941046017372,0.805265415171656,5411.0
iHome,0.8301199598658346,0.9993367600729564,0.906902340147315,6031.0
accuracy,0.7142333933147242,0.7142333933147242,0.7142333933147242,0.7142333933147242
macro avg,0.7586529475403264,0.7571233361787689,0.7162294507910852,157271.0
weighted avg,0.7785543774072468,0.7142333933147242,0.7159069452785343,157271.0
