,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20
0,7094,0,108,0,0,0,0,0,0,0,0,21,19,2758,0,0,0,0,0,0,0
1,0,56,0,0,0,0,74,0,0,0,0,0,0,9870,0,0,0,0,0,0,0
2,2,0,0,0,0,0,0,2,0,0,1,0,0,9912,1,0,0,80,0,2,0
3,214,0,1435,5991,0,0,0,22,0,0,11,2,32,1856,40,0,97,300,0,0,0
4,0,0,0,0,0,0,0,0,0,0,0,0,0,10000,0,0,0,0,0,0,0
5,0,0,0,0,0,5046,0,6,0,0,0,0,0,315,0,0,0,0,0,0,0
6,0,2,0,0,0,0,9991,0,0,0,0,0,0,7,0,0,0,0,0,0,0
7,0,0,0,0,0,0,0,2100,0,0,3,3,4,866,0,0,0,0,0,0,9
8,0,0,0,0,0,18,7,9,265,0,25,0,0,86,0,0,0,0,0,0,0
9,31,0,0,0,0,2,0,0,0,2789,0,1,0,7177,0,0,0,0,0,0,0
10,0,0,0,0,0,0,429,0,429,0,2615,0,0,572,0,0,0,0,0,0,0
11,0,0,0,0,0,0,0,0,0,2,0,3425,0,101,0,0,0,0,0,2,0
12,491,0,0,0,0,0,0,0,0,0,0,15,5244,4250,0,0,0,0,0,0,0
13,1,0,11,0,0,1,0,6,0,0,0,0,0,9956,25,0,0,0,0,0,0
14,1,0,109,0,0,0,0,0,0,0,0,3,0,4268,4986,0,0,10,623,0,0
15,0,0,0,0,0,0,0,0,0,0,0,0,0,2595,0,7405,0,0,0,0,0
16,0,0,1,0,0,0,0,0,0,0,3,73,0,2900,8,0,4094,1,0,0,0
17,48,0,0,120,0,0,0,0,0,0,0,44,0,0,0,0,0,2200,0,0,0
18,0,0,0,0,0,13,0,0,0,0,0,0,12,8334,0,0,0,0,1641,0,0
19,0,0,0,0,0,0,0,0,0,293,0,3,9,2539,0,0,0,8,0,2559,0
20,0,0,0,0,0,0,0,47,0,0,6,4,0,152,0,0,0,0,0,0,5822
