,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20
0,7139,0,0,277,20,0,0,2,0,242,147,322,1014,833,1,0,0,0,0,0,0
1,0,9800,0,9,0,0,94,0,7,0,85,0,2,0,0,0,0,0,0,0,0
2,370,0,1824,4785,646,0,0,1,0,0,140,16,357,909,947,0,0,0,0,0,0
3,300,0,1188,6427,268,0,0,428,0,0,85,15,193,960,132,0,0,0,0,0,0
4,0,0,0,5,9876,1,0,19,0,0,4,1,0,91,0,0,0,0,0,0,0
5,0,570,0,63,3,3503,19,5,0,6,1109,0,1,4354,362,0,0,0,0,0,0
6,2,1,0,207,0,0,9365,0,0,0,155,0,13,254,0,0,0,0,0,0,0
7,716,23,10,598,999,44,29,5138,1,4,171,1,570,1668,22,0,0,0,0,0,0
8,0,67,0,0,0,0,0,0,164,0,91,0,0,27,0,0,0,0,0,0,0
9,253,0,38,20,2619,13,0,0,0,2426,95,1249,23,3243,17,0,0,0,0,0,0
10,0,47,0,547,0,0,0,0,218,0,8457,490,118,120,0,0,0,0,0,0,0
11,188,0,47,103,0,0,0,0,0,159,286,878,51,40,0,0,0,0,0,0,0
12,384,0,744,3143,323,8,0,1157,8,70,31,42,2918,1140,26,0,0,0,0,0,0
13,646,12,34,421,293,3,37,343,0,93,110,295,93,7136,479,0,0,0,0,0,0
14,886,0,2537,1224,29,172,0,0,0,63,102,137,288,2406,2152,0,0,0,0,0,0
15,25,9775,0,26,0,0,1,0,0,0,73,0,23,74,0,0,0,0,0,0,0
16,209,0,0,497,0,0,0,0,0,153,104,324,3389,835,0,0,0,0,0,0,0
17,52,0,697,1553,0,0,0,0,0,0,194,79,1,0,0,0,0,0,0,0,0
18,538,102,283,415,91,20,246,20,4,2057,125,302,439,3560,1790,0,0,0,0,0,0
19,146,4,0,446,0,2,0,66,2,0,540,242,1789,3825,3,0,0,0,0,0,0
20,0,3052,0,128,0,4,0,5,1347,0,185,43,6,115,4,0,0,0,0,0,0
