,precision,recall,f1-score,support
Amazon Echo,0.8411306539468775,0.8401,0.8405689883596079,10000.0
Awair air quality monitor,0.999797180813305,0.9859000000000002,0.9927999597200545,10000.0
Belkin Wemo switch,0.009881839830201376,6.000000000000001e-05,0.0001190812027998973,10000.0
Belkin wemo motion sensor,0.2696374135638946,0.60441,0.3729072447861789,10000.0
Dropcam,0.0,0.0,0.0,10000.0
HP Printer,0.8653925922786699,0.52016,0.6497600394599574,10000.0
Light Bulbs LiFX Smart Bulb,0.9887883124424276,0.97952,0.9841222828570679,10000.0
MacBook,0.5917382267820854,0.89702,0.713077302061963,10000.0
NEST Protect smoke alarm,0.040419841583351455,0.8888888888888891,0.07732359172797258,351.0
Netatmo Welcome,0.7359840636223901,0.22803,0.34817998025875696,10000.0
Netatmo weather station,0.9574332131460437,0.6394399999999999,0.7667745462216471,10000.0
PIX-STAR Photo-frame,0.16859236988625048,0.8547008547008546,0.2816319677188308,1755.0
Phillip Hue Lightbulb,0.7284349791537978,0.3624899999999999,0.48396251261428347,10000.0
Samsung Galaxy Tab,0.35964086692177866,0.6957200000000001,0.4741666315514836,10000.0
Samsung SmartCam,0.7917870246553325,0.7163199999999998,0.7520333747950094,10000.0
Smart Things,0.9999000099989999,1.0,0.9999500024998749,10000.0
TP-Link Day Night Cloud camera,0.7729129714328382,0.4164701614366043,0.5410117613969561,5513.0
TP-Link Smart plug,0.4636758633258343,0.8277734678044995,0.5943923618894951,2578.0
TPLink Router Bridge LAN,0.865431361044499,0.95063,0.9058839870268718,10000.0
Triby Speaker,0.7862609695925984,0.6396039603960395,0.7052347796408129,7070.0
iHome,0.9691677447175506,0.9186593092172493,0.9432378554191587,4893.0
accuracy,0.6357864776951673,0.6357864776951673,0.6357864776951673,0.6357864776951673
macro avg,0.6288574999399394,0.6650426972592445,0.5917684881527993,172160.0
weighted avg,0.6744730063466255,0.6357864776951673,0.624306912676334,172160.0
