Dataset,T,CV,ML,Acc,b_Acc,Prec,Rec,F1,kap,ROC,tra-T,test-T,Al-Time
results/other/1_1,0,1,DT,0.6608529226621565,0.7147950224724018,0.7064973314219362,0.7147950224724018,0.651530262376,0.6426462003474385,0,0.556563138961792,0.04780077934265137,0
results/other/1_1,1,2,DT,0.6680951987333965,0.7196889323475615,0.7113176646634164,0.7196889323475615,0.6515667624604502,0.6511754875862524,0,0.5438401699066162,0.04913592338562012,0
results/other/1_1,2,3,DT,0.6689281558583592,0.7208877144687497,0.6814560399226706,0.7208877144687497,0.6568909030508016,0.6511447080392383,0,0.5323271751403809,0.047402143478393555,0
results/other/1_1,3,4,DT,0.6595685154923667,0.7138558089092059,0.6771359773108444,0.7138558089092059,0.6519359780101365,0.6412890724310099,0,0.5495634078979492,0.05044984817504883,0
results/other/1_1,4,5,DT,0.6696975284699659,0.7214334461736848,0.6874357871569183,0.7214334461736848,0.659568379727123,0.6519682327497307,0,0.5492560863494873,0.047779083251953125,0
results/other/1_1,5,6,DT,0.6601916437232548,0.7143367803046571,0.6855633402185441,0.7143367803046571,0.6523441802941952,0.6419423500782783,0,0.515235424041748,0.048284053802490234,0
results/other/1_1,6,7,DT,0.6698437728506845,0.7215364328269704,0.6836016372631817,0.7215364328269704,0.6587996141431433,0.6521026486310559,0,0.5092654228210449,0.06310224533081055,0
results/other/1_1,7,8,DT,0.6697992636913354,0.7215320183998952,0.7156583727695843,0.7215320183998952,0.6592352792732569,0.6520610700798753,0,0.5349810123443604,0.04631304740905762,0
results/other/1_1,8,9,DT,0.6692778706818168,0.721141542209419,0.6845218046887878,0.721141542209419,0.6535441343699733,0.6524204186405349,0,0.5660800933837891,0.042038917541503906,0
results/other/1_1,9,10,DT,0.6620038023538987,0.7157020001830353,0.6842355195610369,0.7157020001830353,0.6533165741638647,0.64385491983736,0,0.5624172687530518,0.04760622978210449,0
