,precision,recall,f1-score,support
appletv,0.33755244227899217,0.8806003335186215,0.48801223855872644,1799.0
blink-camera,0.580258105558926,0.04956129950201565,0.09109545981230871,8434.0
blink-security-hub,0.6672203891568346,0.8991735537190083,0.7659435176952719,363.0
echodot,0.2915318715460177,0.05464753587024329,0.0920357714695047,3206.0
echoplus,0.2843531761387794,0.329580494801004,0.30528461486639935,2789.0
echospot,0.4151566302073773,0.273440122044241,0.3296442874577754,6555.0
firetv,0.4301204773322779,0.3708056872037914,0.39802982979897805,1055.0
google-home-mini,0.5295583661291559,0.707979274611399,0.6058963491482724,1930.0
insteon-hub,0.0,0.0,0.0,36.0
lightify-hub,0.6679307359996436,0.9426934097421205,0.7818623538950142,349.0
magichome-strip,0.09564968831692239,0.5253521126760563,0.16114263119213604,142.0
nest-tstat,0.8822247999144792,0.65,0.7484995380002741,2596.0
ring-doorbell,0.9920105051833913,0.9808470198352748,0.9863970770210349,82076.0
roku-tv,0.23612143443772834,0.2833597464342314,0.25695176635606276,631.0
samsungtv-wired,0.01033783356828074,0.011054172767203514,0.010681526459993254,2732.0
sengled-hub,0.20500841357266092,0.1572139303482587,0.1779419970382031,402.0
smartthings-hub,0.37589501875951337,0.4770484382073336,0.42044575348842245,2209.0
sousvide,0.055819880253615194,0.0028714107365792755,0.005459090614916671,1602.0
t-philips-hub,0.44818527737936475,0.6311753264795777,0.5229830578976685,7198.0
t-wemo-plug,0.24571087558108418,0.6651834034876729,0.35750522039468563,3326.0
tplink-bulb,0.8433193745979045,0.6465993265993266,0.7319380720004502,1485.0
tplink-plug,0.6996511046708953,0.5786061588330632,0.633281029777957,617.0
wansview-cam-wired,0.8818781290997391,0.8739818611007578,0.8779102118555194,80490.0
xiaomi-hub,0.6479452570435887,0.5148748159057437,0.5737674778088554,679.0
yi-camera,0.6214307822838891,0.6712417806666162,0.6453709080736815,26462.0
accuracy,0.7836922935403887,0.7836922935403887,0.7836922935403887,0.7836922935403887
macro avg,0.4577948227604424,0.48711564860360557,0.4387231912272845,239163.0
weighted avg,0.7961046673605932,0.7836922935403887,0.7767973454496685,239163.0
