,precision,recall,f1-score,support
Amazon Echo,0.6617256883942848,0.834921820303384,0.7382717476202839,4285.0
Awair air quality monitor,0.5753235214582735,0.34631828978622337,0.4160964864511943,3368.0
Belkin Wemo switch,0.30665961083118337,0.13316484133670317,0.1856052683929709,3561.0
Belkin wemo motion sensor,0.889309974901617,0.6554035231462515,0.754571460035995,4882.0
Dropcam,0.995017920861389,0.998070874397148,0.9965302172794773,4769.0
HP Printer,0.9496746293078836,0.7856753772543246,0.8598237298715391,2717.0
Light Bulbs LiFX Smart Bulb,0.7595906518028971,0.9852540272614623,0.8500712703492891,3228.0
MacBook,0.6180389864496226,0.9736281407035176,0.7545324320198863,2985.0
NEST Protect smoke alarm,0.3450345798554709,0.8034146341463416,0.46661072080484295,410.0
Netatmo Welcome,0.767121004131133,0.9676565656565655,0.855686371930058,3960.0
Netatmo weather station,0.7381391303654228,0.7697628458498024,0.7337821563229869,2024.0
PIX-STAR Photo-frame,0.9683456241279724,0.6707535410764869,0.792534053019979,3530.0
Phillip Hue Lightbulb,0.9715541884770807,0.9016537575884445,0.9352806947542587,4777.0
Samsung Galaxy Tab,0.43250431969112924,0.1363801478352693,0.20082740839188987,4735.0
Samsung SmartCam,0.5017500601528988,0.5276597510373444,0.5102301557111548,4820.0
Smart Things,0.9270464008343912,1.0,0.9610031055298682,3857.0
TP-Link Day Night Cloud camera,0.3179489496471896,0.5231880033324076,0.39552910518896,3601.0
TP-Link Smart plug,0.9359929900865863,0.9632835820895523,0.9493418481410323,2412.0
TPLink Router Bridge LAN,0.5285779702561509,0.6517324738114425,0.5811412312151826,4964.0
Triby Speaker,0.9560792714832954,0.9913133555308913,0.973336751565234,2703.0
iHome,0.9539627605040453,0.4771194762684125,0.6360199033687227,3055.0
accuracy,0.7022654502096646,0.7022654502096646,0.7022654502096646,0.7022654502096646
macro avg,0.7190189635057105,0.718874048971999,0.6927060056173717,74643.0
weighted avg,0.7251686451928259,0.7022654502096646,0.6914879808111648,74643.0
