,precision,recall,f1-score,support
appletv,1.0,1.0,1.0,266.2
blink-camera,1.0,1.0,1.0,611.2
blink-security-hub,1.0,1.0,1.0,59.6
echodot,1.0,0.9784402412280702,0.9889205046662173,239.0
echoplus,0.9939572756194475,0.9995277449822904,0.9967208191119772,874.8
echospot,0.9995444191343964,1.0,0.9997719498289623,870.0
firetv,1.0,0.9994708994708994,0.9997350993377484,389.4
google-home-mini,1.0,1.0,1.0,279.8
insteon-hub,1.0,1.0,1.0,301.2
lightify-hub,1.0,1.0,1.0,156.6
magichome-strip,1.0,1.0,1.0,73.2
nest-tstat,1.0,1.0,1.0,268.6
ring-doorbell,1.0,1.0,1.0,8827.6
roku-tv,1.0,1.0,1.0,212.0
samsungtv-wired,1.0,1.0,1.0,1651.4
sengled-hub,1.0,1.0,1.0,89.2
smartthings-hub,1.0,1.0,1.0,519.4
sousvide,1.0,0.9733333333333334,0.9857142857142858,14.6
t-philips-hub,1.0,1.0,1.0,3356.8
t-wemo-plug,1.0,1.0,1.0,812.2
tplink-bulb,0.9989610389610389,1.0,0.9994791666666668,395.0
tplink-plug,1.0,1.0,1.0,136.2
wansview-cam-wired,1.0,1.0,1.0,19925.4
xiaomi-hub,1.0,1.0,1.0,57.8
yi-camera,1.0,1.0,1.0,6513.2
accuracy,0.999867804110723,0.999867804110723,0.999867804110723,0.999867804110723
macro avg,0.9996985093485954,0.9980308887605837,0.9988136730130343,46900.4
weighted avg,0.9998694866884991,0.999867804110723,0.999866379747643,46900.4
