,precision,recall,f1-score,support
appletv,1.0,1.0,1.0,359.4
blink-camera,1.0,1.0,1.0,1677.0
blink-security-hub,1.0,1.0,1.0,67.0
echodot,0.9998732171156894,1.0,0.999936507936508,629.4
echoplus,1.0,0.993287357637938,0.9965930043923392,548.8
echospot,0.9972202573899045,1.0,0.9986011496156493,1303.0
firetv,1.0,1.0,1.0,209.6
google-home-mini,1.0,1.0,1.0,384.0
insteon-hub,1.0,1.0,1.0,6.6
lightify-hub,1.0,1.0,1.0,65.4
magichome-strip,1.0,1.0,1.0,22.6
nest-tstat,0.9996880667174994,1.0,0.9998438011609437,513.0
ring-doorbell,1.0,1.0,1.0,16408.8
roku-tv,1.0,0.998567316917173,0.9992786220871327,117.4
samsungtv-wired,1.0,1.0,1.0,542.8
sengled-hub,1.0,1.0,1.0,67.4
smartthings-hub,1.0,1.0,1.0,425.4
sousvide,1.0,1.0,1.0,316.8
t-philips-hub,1.0,1.0,1.0,1430.2
t-wemo-plug,0.9998755832037325,1.0,0.9999376947040498,650.8
tplink-bulb,1.0,1.0,1.0,291.6
tplink-plug,1.0,0.9993939393939394,0.9996946564885496,119.2
wansview-cam-wired,1.0,1.0,1.0,16047.6
xiaomi-hub,1.0,1.0,1.0,127.8
yi-camera,1.0,1.0,1.0,5225.4
accuracy,0.9999158904051978,0.9999158904051978,0.9999158904051978,0.9999158904051978
macro avg,0.999866284977073,0.9996499445579622,0.999755417455407,47557.0
weighted avg,0.9999169067773734,0.9999158904051978,0.9999155288583133,47557.0
