Dataset,T,CV,ML,Acc,b_Acc,Prec,Rec,F1,kap,ROC,tra-T,test-T,Al-Time
results/other/1_7,0,1,DT,0.3402740264204685,0.3357182211727666,0.34644141855409555,0.3357182211727666,0.33038839749170434,0.3064277742769408,0,0.14786696434020996,0.015136241912841797,0
results/other/1_7,1,2,DT,0.3390463094828856,0.3347784336875246,0.34296579916231335,0.3347784336875246,0.3287753135248283,0.30515390425438627,0,0.16167974472045898,0.009512901306152344,0
results/other/1_7,2,3,DT,0.3409615479055149,0.3363848878394333,0.34336180153316004,0.3363848878394333,0.3290238484990826,0.30714385406744116,0,0.1574256420135498,0.0,0
results/other/1_7,3,4,DT,0.3409615479055149,0.336468450741178,0.34278990083653,0.336468450741178,0.3289463337191525,0.3071572818448026,0,0.16445302963256836,0.014021158218383789,0
results/other/1_7,4,5,DT,0.3389972008053823,0.3343130001311819,0.34176194383415626,0.3343130001311819,0.32705871774727957,0.3050764643879361,0,0.1706101894378662,0.01001286506652832,0
results/other/1_7,5,6,DT,0.3400284830329519,0.33564725173816085,0.3435107227456917,0.33564725173816085,0.3288346561857021,0.3061785980637556,0,0.16889357566833496,0.0059661865234375,0
results/other/1_7,6,7,DT,0.3400284830329519,0.33522943722943727,0.34153904225148024,0.33522943722943727,0.3275992018170862,0.30616739251536385,0,0.15773391723632812,0.0,0
results/other/1_7,7,8,DT,0.3388007660953691,0.33462390135117404,0.3422213910041532,0.33462390135117404,0.3273700042439967,0.3048811758325074,0,0.15698456764221191,0.015625953674316406,0
results/other/1_7,8,9,DT,0.3370328537052497,0.3325753640299095,0.3395483907034368,0.3325753640299095,0.3251157096508891,0.30301356407678515,0,0.15488672256469727,0.0,0
results/other/1_7,9,10,DT,0.34115798261552815,0.33682605273514366,0.3457656008573896,0.33682605273514366,0.33018689075611424,0.307358199165649,0,0.15749621391296387,0.0156404972076416,0
results/other/1_7,10,11,DT,0.3388498747728724,0.33408658008658004,0.3423959691669223,0.33408658008658004,0.327776672262986,0.3049406616187317,0,0.1445930004119873,0.015674591064453125,0
results/other/1_7,11,12,DT,0.33811324461032266,0.33370654597927324,0.3434385618718489,0.33370654597927324,0.3278349231451336,0.30417186988544387,0,0.15573954582214355,0.0,0
results/other/1_7,12,13,DT,0.3427294602956342,0.3385169880624426,0.34454780396216217,0.3385169880624426,0.33078225794065874,0.3090203401232182,0,0.1664884090423584,0.0,0
results/other/1_7,13,14,DT,0.3398320483229387,0.3358745900564083,0.34152360105547475,0.3358745900564083,0.32779425946970814,0.30597545082806665,0,0.16391682624816895,0.01564192771911621,0
results/other/1_7,14,15,DT,0.3427294602956342,0.338099173553719,0.34491383106336737,0.338099173553719,0.3307374220902685,0.309014760359852,0,0.1666274070739746,0.004855155944824219,0
results/other/1_7,15,16,DT,0.3402740264204685,0.33588534697625605,0.34251478420497244,0.33588534697625605,0.3284039255506932,0.30643337497566137,0,0.15697789192199707,0.0,0
results/other/1_7,16,17,DT,0.3415017433580514,0.337159386068477,0.3456091577712423,0.337159386068477,0.3304452584325012,0.30771735932560107,0,0.15667319297790527,0.016026020050048828,0
results/other/1_7,17,18,DT,0.342533025585621,0.3379086973632428,0.3433299354537594,0.3379086973632428,0.3297837935451276,0.30880936582251994,0,0.14580631256103516,0.01627969741821289,0
results/other/1_7,18,19,DT,0.33870254874036243,0.33427797455070185,0.34465560246244886,0.33427797455070185,0.3278510709391257,0.3047745514712912,0,0.15664911270141602,0.0,0
results/other/1_7,19,20,DT,0.3387516574178657,0.33424203069657615,0.34091086007240406,0.33424203069657615,0.32664054468093057,0.3048396522651131,0,0.15897417068481445,0.0,0
results/other/1_7,20,21,DT,0.33909541816038896,0.3344918011281648,0.3429446086277239,0.3344918011281648,0.32801475153421705,0.3051842106580235,0,0.15087580680847168,0.0,0
results/other/1_7,21,22,DT,0.34047046113048174,0.3360758231667323,0.3445841458128665,0.3360758231667323,0.3291028075609426,0.3066320471375352,0,0.15994644165039062,0.0,0
results/other/1_7,22,23,DT,0.33845700535284584,0.334207005116096,0.3423925723386712,0.334207005116096,0.32762262457966,0.3045287658248561,0,0.15784335136413574,0.01575446128845215,0
results/other/1_7,23,24,DT,0.33816235328782596,0.3335034763216581,0.3424783788069704,0.3335034763216581,0.3274391533016919,0.30420102244909875,0,0.15939807891845703,0.011645078659057617,0
results/other/1_7,24,25,DT,0.3419437214555812,0.33742083169355896,0.34627942696815595,0.33742083169355896,0.33125983679302784,0.30818424782496245,0,0.1728687286376953,0.0,0
