,precision,recall,f1-score,support
appletv,0.7635932554001117,0.5272447013487477,0.6233983359167354,519.0
blink-camera,0.4454985253353548,0.8430524642289348,0.5824360494460822,629.0
blink-security-hub,0.5716295930251544,0.4123428571428572,0.4746007238993743,875.0
echodot,0.14058131379358912,0.057239852398523985,0.08117930288875136,1355.0
echoplus,0.2911096159913643,0.2678728606356968,0.27866468353469975,2045.0
echospot,0.33736983813868116,0.4127450462351387,0.3702591050997408,3785.0
firetv,0.2768938789778559,0.549206349206349,0.3659375997215883,126.0
google-home-mini,0.6048805153475447,0.37850451930977813,0.4654094696210067,1217.0
insteon-hub,0.0678784610335183,0.3333333333333332,0.1126569431965518,9.0
lightify-hub,0.4571777914834834,0.9421965317919075,0.6155210275554225,346.0
magichome-strip,0.5919815536358677,0.2699497487437186,0.36687769629367606,398.0
nest-tstat,0.8797330701149899,0.6467622259696458,0.7453641118985465,2372.0
ring-doorbell,0.8861068444234587,0.7488995215311007,0.811464593322919,1045.0
roku-tv,0.49145837704602563,0.619090909090909,0.5475496045506916,1100.0
samsungtv-wired,0.2984184595474488,0.6839679605668515,0.4153687901678221,1623.0
sengled-hub,0.18599964791969434,0.15651515151515155,0.1607046238093339,264.0
smartthings-hub,0.8004806605036145,0.8479680365296803,0.8235018333768117,1752.0
sousvide,0.11210540086439848,0.18837209302325583,0.14014442598861476,86.0
t-philips-hub,0.6357040781221186,0.7318571428571429,0.6761012919909029,1120.0
t-wemo-plug,0.9706845624857787,0.8380577327470846,0.8987851610992817,5231.0
tplink-bulb,0.8771377782069676,0.7319637462235647,0.7979538347796021,662.0
tplink-plug,0.11004520914959962,0.1479930191972077,0.12620868326328175,573.0
wansview-cam-wired,0.9733795168094004,0.8311942392219209,0.8963200648370632,10693.0
xiaomi-hub,0.48654168681873927,0.8368224299065423,0.6152939335294387,642.0
yi-camera,0.9956395896258045,0.8892307692307692,0.9393945494866169,1859.0
accuracy,0.665098447651639,0.665098447651639,0.665098447651639,0.665098447651639
macro avg,0.5300811689520224,0.5556953296794325,0.5172438575709823,40326.0
weighted avg,0.7168743952695881,0.665098447651639,0.677818622413089,40326.0
