,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24
0,280,3,18,6,4,13,9,4,0,0,0,31,5,12,14,1,1,0,3,0,0,8,0,2,0
1,0,313,24,6,2,2,2,0,1,0,0,6,105,2,85,0,0,0,12,7,3,0,0,0,5
2,44,0,588,19,31,55,0,13,0,0,0,10,3,0,0,0,0,0,107,0,0,6,0,30,16
3,38,41,30,140,117,163,262,5,6,5,1,11,63,8,77,4,64,0,26,4,1,20,91,10,7
4,115,0,57,475,996,879,192,37,63,2,0,48,4,28,179,5,52,0,78,2,3,60,17,99,3
5,39,2,14,205,281,621,31,6,6,0,3,13,3,10,29,7,32,3,17,0,4,33,1,12,1
6,32,0,0,40,36,61,67,6,0,0,0,16,0,13,43,1,12,0,0,5,3,10,18,19,8
7,9,0,16,6,26,7,3,456,0,0,0,43,3,24,45,0,3,0,23,5,0,0,3,25,1
8,0,13,0,17,27,476,0,95,14,0,0,0,0,3,10,0,0,389,942,22,0,0,0,18,0
9,2,0,0,0,0,2,0,8,0,234,1,59,0,7,0,0,0,0,2,157,0,0,0,233,0
10,0,0,0,0,41,77,143,42,1,0,12,0,0,14,41,0,0,0,14,0,0,1,145,104,0
11,33,0,5,0,1,1,1,4,0,0,0,1078,1,2,29,0,0,0,3,0,0,59,2,5,0
12,0,14,1,1,0,21,0,22,0,0,0,38,335,2,9,4,4,0,2,0,8,5,0,11,0
13,84,2,1,4,11,79,7,25,0,0,2,45,17,244,30,1,2,2,10,0,1,66,0,59,10
14,56,17,31,12,39,92,230,267,0,1,11,169,8,1542,1356,34,737,57,20,0,0,28,71,23,20
15,2,2,0,23,6,99,0,0,0,0,0,4,0,0,3,68,4,0,2,0,27,0,0,21,0
16,200,0,29,111,7,16,255,64,0,0,0,127,2,10,138,9,1773,0,5,21,0,201,2,0,1
17,0,0,0,1,0,2,0,0,0,0,10,0,0,0,0,0,0,0,3,0,0,0,0,2,0
18,70,5,133,3,8,44,4,19,0,1,12,47,10,2,72,9,9,19,5992,0,0,66,5,42,2
19,3,2,13,6,2,424,15,4,0,0,2,1,6,0,0,8,4,0,65,2100,0,0,2,41,1
20,0,9,0,1114,88,342,0,0,0,0,0,55,133,0,14,0,3,330,2,0,1246,0,0,15,0
21,390,0,5,64,16,152,3,0,0,0,0,81,0,1,334,1,4,0,0,0,0,925,1,0,0
22,4376,0,0,0,0,43,3,5,0,0,0,2626,11,626,104,0,3,0,1,945,0,5003,1310,3,195
23,0,0,0,3,0,10,0,3,0,0,0,1,0,0,1,0,1,0,3,2,1,0,0,211,0
24,11,0,0,0,0,0,1,1,0,0,0,4,0,0,0,0,0,0,0,0,0,8,20,0,1995
