,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24
0,264,0,23,0,3,9,0,0,0,0,0,19,0,2,26,10,6,0,50,2,1,0,7,0,0
1,0,421,63,2,0,1,0,0,0,41,0,5,13,0,1,0,0,0,19,0,4,0,0,0,4
2,1,0,178,1,33,10,0,0,0,0,0,0,0,0,0,6,0,0,53,4,0,7,0,1,0
3,7,0,41,145,48,76,0,11,0,6,0,21,0,4,16,28,28,0,38,0,2,2,3,1,4
4,6,2,194,55,348,281,0,66,0,0,0,304,0,23,121,250,362,0,188,7,7,0,10,0,8
5,11,0,150,29,110,618,0,54,0,4,0,133,3,57,96,92,620,1,144,9,7,1,39,0,10
6,12,1,16,113,6,82,23,17,0,7,0,4,0,32,107,0,33,0,2,2,2,2,17,11,0
7,18,0,5,4,9,19,0,391,0,2,0,18,0,1,31,0,7,0,5,4,0,1,0,18,7
8,0,4,57,0,3,299,0,0,10,0,673,0,0,0,77,0,0,0,12,472,22,0,22,165,0
9,0,0,2,1,12,2,0,0,0,509,67,0,0,0,0,0,0,0,3,159,0,0,1,0,0
10,14,0,79,0,0,1,0,5,0,0,269,4,0,0,0,0,0,0,5,108,0,0,5,7,147
11,21,0,17,3,0,113,0,52,0,50,0,1170,0,2,30,0,213,0,145,8,0,4,9,0,0
12,0,9,0,0,0,0,0,10,0,0,0,4,389,0,1,0,2,0,1,0,2,0,4,40,5
13,43,0,122,14,3,41,0,37,0,3,0,77,0,282,107,6,4,0,40,1,4,3,60,2,2
14,662,2,2,235,15,315,0,285,0,27,0,446,0,139,3352,2,909,0,203,2319,1,19,1,1,39
15,0,0,0,12,1,4,0,2,0,0,0,14,0,0,14,70,37,0,23,0,1,0,0,35,0
16,18,0,210,8,0,12,0,228,0,0,0,0,2,6,42,1,3531,1,11,0,1,2,0,1,0
17,0,0,0,1,0,0,0,0,0,0,12,0,0,0,2,0,0,0,4,0,1,0,0,0,0
18,31,3,48,1,8,50,0,10,0,0,0,23,0,1,34,31,4,0,8647,74,0,41,4,3,0
19,34,3,2,14,51,285,0,4,0,0,0,51,0,0,23,0,10,0,28,2141,11,0,1,0,0
20,0,0,3,235,15,12,0,4,0,1,65,0,0,0,0,0,49,0,88,200,696,0,2,0,0
21,0,0,0,105,5,4,0,3,0,0,0,26,0,1,24,23,2,0,136,0,0,227,2,0,0
22,0,0,12,35,0,3,0,7,0,0,0,0,0,1,3,2,3,0,4,2381,0,0,12813,10,48
23,0,0,0,0,0,0,0,0,0,0,22,3,0,1,1,0,0,0,3,0,0,0,67,338,0
24,0,0,21,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,5,0,1999
