,precision,recall,f1-score,support
appletv,0.22049738801648938,0.4260663507109005,0.29015759285187426,422.0
blink-camera,0.44573608812723037,0.2924657534246575,0.3471287083161541,584.0
blink-security-hub,0.5206943951181767,0.12909482758620688,0.20643983655006828,928.0
echodot,0.13139908849598608,0.12772689425478767,0.12947378638542928,1201.0
echoplus,0.17550943583830103,0.12046989720998531,0.14244605364672283,3405.0
echospot,0.058644921451652655,0.2545981173062998,0.09525411382199095,1381.0
firetv,0.09359909706581164,0.03308270676691729,0.046332652142257645,399.0
google-home-mini,0.3750498591669863,0.2971671388101983,0.330884366225514,706.0
insteon-hub,0.25224400871459696,0.001971414489896501,0.003907433378693576,2029.0
lightify-hub,0.75579365889312,0.5653521126760562,0.644098271028393,710.0
magichome-strip,0.5397478020582711,0.39657320872274143,0.44212707409609137,642.0
nest-tstat,0.39890456646598044,0.8395765472312704,0.5398471012326634,1228.0
ring-doorbell,0.28931096432872744,0.8024793388429752,0.42264966047139935,484.0
roku-tv,0.12595034174808256,0.15949367088607597,0.14039425865164482,711.0
samsungtv-wired,0.47413919447134995,0.222079536039768,0.30206055827152994,4828.0
sengled-hub,0.07576170097349277,0.11343283582089554,0.079135949549376,268.0
smartthings-hub,0.6613936787465496,0.6857622565480188,0.6687212863026291,2978.0
sousvide,0.023047619047619046,0.030000000000000006,0.025226480836236936,20.0
t-philips-hub,0.5584988687291882,0.7755430654716694,0.6400243781551278,6583.0
t-wemo-plug,0.47258170537840866,0.7672458410351201,0.5814490812202132,2705.0
tplink-bulb,0.5869013497785205,0.6036948748510131,0.5951319947241693,3356.0
tplink-plug,0.07204122623055935,0.0661957618567104,0.06611749201234969,1982.0
wansview-cam-wired,0.823079887090298,0.37363213419828323,0.5134854266978504,15261.0
xiaomi-hub,0.056915348793447076,0.13029045643153528,0.06833543966236846,241.0
yi-camera,0.6758378317418099,0.982664054848188,0.7991943391410381,2042.0
accuracy,0.4360692634406651,0.4360692634406651,0.4360692634406651,0.4360692634406651
macro avg,0.3545312010588263,0.36786635184080685,0.32480093341487143,55094.0
weighted avg,0.5334731183019907,0.4360692634406651,0.4379415983292275,55094.0
