,precision,recall,f1-score,support
appletv,0.7415684792283604,0.9864077669902912,0.8465222311381216,1339.0
blink-camera,0.9939733184426347,0.9697185376900679,0.9816718447121812,3091.0
blink-security-hub,0.9477475686332986,1.0,0.9730915403127177,328.0
echodot,0.0,0.0,0.0,1205.0
echoplus,0.974682632494547,0.44757433489827864,0.6133291888586537,4473.0
echospot,0.3113154918242641,0.8845628415300546,0.46050182984734017,4392.0
firetv,0.7688920020263268,0.8821192052980132,0.8216168715122298,1963.0
google-home-mini,0.9426091263170747,1.0,0.9704149073209312,1405.0
insteon-hub,0.0,0.0,0.0,1778.0
lightify-hub,1.0,0.6461725394896719,0.7841726284011021,823.0
magichome-strip,0.927302306373179,0.32418952618453867,0.4788333696367955,401.0
nest-tstat,0.9341670250981592,0.9994143484626647,0.9656259373017964,1366.0
ring-doorbell,0.9995203450503283,0.9815703059537559,0.9904583119226723,44157.0
roku-tv,1.0,0.23505535055350552,0.37747350749526654,1084.0
samsungtv-wired,0.1,0.0006022700949733611,0.0011973290352291044,8634.0
sengled-hub,1.0,0.19324055666003975,0.32239698307229137,503.0
smartthings-hub,0.5899800058075619,0.9769481696266764,0.7355952879779417,2759.0
sousvide,0.0,0.0,0.0,10.0
t-philips-hub,0.5330187848223765,0.6474497681607418,0.5846819186726325,16822.0
t-wemo-plug,0.9816658837175585,0.3614906832298137,0.5282511046095976,4186.0
tplink-bulb,1.0,0.998714780029659,0.9993553186213736,2023.0
tplink-plug,0.8889641964037629,0.9726884779516359,0.9287425777442072,703.0
wansview-cam-wired,0.9837586716577189,1.0,0.9918072816829413,99865.0
xiaomi-hub,0.4974854446465389,0.9968051118210862,0.6632333896027526,313.0
yi-camera,0.9092594831091606,0.9774279338489287,0.9420912497842184,32713.0
accuracy,0.8858278044817547,0.8858278044817547,0.8858278044817547,0.8858278044817547
macro avg,0.721036430626114,0.6592861003389758,0.6384425843705197,236336.0
weighted avg,0.877940124536957,0.8858278044817547,0.8696388019008108,236336.0
