,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24
0,1105,0,1,4,9,41,1,0,0,1,0,0,0,150,147,0,0,0,3,0,2,0,1,0,0
1,0,4852,0,0,4,0,0,0,0,0,0,0,1276,0,2,0,0,0,0,0,80,0,0,0,0
2,0,0,302,7,21,9,3,3,0,0,0,0,0,0,2,0,0,0,28,0,0,0,0,0,0
3,17,1,2,1801,3487,206,166,14,0,0,0,581,0,1,19,0,1,0,7,18,1,0,3,0,1
4,4,0,2,243,1263,1426,1341,78,0,0,0,400,0,0,5,0,12,0,70,239,8,0,1,0,7
5,2,0,0,62,266,4910,103,0,0,0,0,2,0,0,1,0,4,0,4,1,0,0,0,0,2
6,0,0,0,23,888,513,561,0,0,0,0,1,0,5,9,0,4,0,5,1,3,1,2,0,7
7,0,0,0,1,35,10,7,1190,0,0,0,273,0,22,42,0,11,0,4,0,6,0,6,0,1
8,0,0,0,0,0,0,0,0,1772,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9,9,0,0,0,0,0,0,0,0,775,0,0,0,0,0,0,0,2,0,0,4,0,0,0,0
10,0,0,0,0,0,0,0,0,0,0,328,0,0,0,0,0,0,0,0,0,4,0,0,0,0
11,0,1,0,0,7,0,0,26,0,0,0,1273,0,10,6,0,17,0,1,1,5,0,0,0,0
12,0,43,0,0,0,0,0,0,0,0,0,0,54030,1,0,0,0,0,0,0,4,0,0,0,0
13,10,0,0,0,1,6,12,0,0,0,0,0,0,906,63,0,3,0,1,0,1,2,0,0,0
14,30,12,0,2,11,17,9,4,0,0,0,6,0,32,3299,0,20,0,18,0,1,11,0,0,1
15,0,0,8,0,30,0,0,0,0,0,0,0,0,0,0,437,5,0,0,0,3,11,0,0,0
16,1,3,1,0,39,54,3,3,0,0,0,52,0,0,11,0,3173,0,14,0,0,0,0,0,0
17,0,0,0,0,0,0,0,0,0,0,5,0,2,0,0,0,0,48,0,0,13,0,0,0,0
18,57,2,4,18,40,49,4,3,0,0,0,1,0,4,7,0,11,0,13398,3,3,2,7,0,11
19,0,0,1,8,7,8,0,0,0,0,0,0,0,0,0,0,1,0,1,3978,5,0,1,0,0
20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,4948,0,0,0,0
21,0,0,0,0,0,1,0,0,0,0,0,9,0,22,34,0,2,0,1,0,3,1623,0,0,0
22,0,0,0,8,4,124,7,9,0,0,0,3,0,1,6,0,0,0,3,0,0,0,75518,0,6630
23,8,0,0,0,0,0,0,0,0,10,1,0,1,0,0,0,0,0,0,0,4,0,0,231,0
24,0,0,1,5,16,4,2,2,0,0,0,32,0,0,3,0,0,0,1,0,1,1,4899,0,22759
