,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24
0,1224,0,1,1,7,6,0,0,0,2,0,0,0,152,64,0,2,0,3,1,2,0,0,0,0
1,0,6094,0,0,4,0,0,0,0,0,0,0,35,0,0,0,0,0,0,0,80,0,0,0,0
2,0,0,301,0,25,11,2,3,0,0,0,0,0,0,2,0,0,0,31,0,0,0,0,0,0
3,0,1,36,820,4341,473,96,0,0,0,0,13,0,0,1,104,233,0,6,175,1,23,0,0,0
4,7,0,17,35,1942,1964,293,0,0,0,0,6,0,0,6,313,173,0,32,291,8,13,0,0,0
5,2,0,0,9,212,5053,78,0,0,0,0,0,0,0,1,0,3,0,0,0,0,0,0,0,0
6,0,0,2,4,87,245,1660,0,0,0,0,0,1,5,4,0,6,0,4,0,3,2,0,0,0
7,0,0,0,1,18,14,20,1517,0,0,0,0,0,0,16,0,4,0,4,0,6,1,5,0,0
8,0,0,0,0,0,0,0,0,1772,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9,7,0,0,0,0,0,0,0,0,777,0,0,0,0,0,0,0,2,0,0,4,0,0,0,0
10,0,0,0,0,0,0,0,0,0,0,329,0,0,0,0,0,0,0,0,0,4,0,0,0,0
11,0,0,0,0,6,0,1,2,0,0,0,1285,0,2,15,0,30,0,1,0,5,0,0,0,0
12,0,5,0,0,0,0,0,0,0,0,1,0,54067,1,0,0,0,0,0,0,4,0,0,0,0
13,11,0,0,0,0,4,1,0,0,0,0,0,0,952,33,0,2,0,1,0,1,2,0,0,0
14,11,9,0,1,9,11,4,1,0,0,0,3,0,30,3366,0,11,0,7,0,1,10,0,0,0
15,0,0,13,0,30,0,0,0,0,0,0,0,0,0,0,436,5,0,0,1,3,7,0,0,0
16,0,0,0,1,0,12,6,0,0,0,0,4,0,1,9,0,3317,0,4,0,0,0,0,0,0
17,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,51,0,0,13,0,0,0,0
18,4,3,3,0,19,6,0,1,0,0,0,0,0,2,4,0,14,0,13561,0,3,1,2,0,0
19,0,0,1,9,4,6,0,0,0,0,0,0,0,0,0,0,0,0,2,3984,5,0,2,0,0
20,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,4948,0,0,0,0
21,0,0,0,0,0,1,3,0,0,0,0,5,0,5,50,0,2,0,3,0,3,1621,0,0,0
22,0,0,0,0,0,24,4,7,0,0,0,0,0,4,0,0,0,0,3,0,0,0,76658,0,5615
23,7,1,0,0,0,0,0,0,0,9,2,0,0,0,0,0,0,0,0,0,4,0,0,232,0
24,0,0,12,0,0,0,0,1,0,0,0,0,0,0,2,0,0,0,39,0,1,0,4188,0,23482
