Feature,Dataset,Folder,T,CV,Acc,b_Acc,Prec,Rec,F1,kap,ROC,tra-T,test-T
ACK Flag Cnt,DI-S2-1,SS,0.0,2.0,0.21984056193555582,0.0755257021436521,0.0212078930594027,0.0755257021436521,0.0329874624162532,0.0942275124589788,0.0,0.0100194454193115,0.00348258018493652
Active Max,DI-S2-1,SS,0.0,2.0,0.2662782918943026,0.1867922559761186,0.3945090237052236,0.1867922559761186,0.2007859585925381,0.1660010133576088,0.0,0.11342182159423826,0.01114435195922848
Active Mean,DI-S2-1,SS,0.0,2.0,0.2545294904671646,0.1679512601225465,0.3567581183941368,0.1679512601225465,0.1792317801759284,0.1526229346217655,0.0,0.11943621635437007,0.015143871307373
Active Min,DI-S2-1,SS,0.0,2.0,0.2832673653696064,0.2032189841585052,0.4150898391632113,0.2032189841585052,0.2200236832052994,0.1857264380247808,0.0,0.09902992248535154,0.012739515304565402
Active Std,DI-S2-1,SS,0.0,2.0,0.2021825175604861,0.10886424262356512,0.2100455467244029,0.10886424262356512,0.0947236768344761,0.0860009516674021,0.0,0.07870273590087887,0.0156699657440185
Bwd Blk Rate Avg,DI-S2-1,SS,0.0,2.0,0.1393689374512208,0.0476190476190476,0.0066366160691057,0.0476190476190476,0.0116496349004422,0.0,0.0,0.00922198295593258,0.006251001358032221
Bwd Byts/b Avg,DI-S2-1,SS,0.0,2.0,0.1393689374512208,0.0476190476190476,0.0066366160691057,0.0476190476190476,0.0116496349004422,0.0,0.0,0.01009707450866694,0.006274890899658181
Bwd Header Len,DI-S2-1,SS,0.0,2.0,0.4661194113056082,0.3479067563756836,0.5454647773603151,0.3479067563756836,0.3608547686520574,0.409830738068225,0.0,0.03862328529357906,0.014947843551635679
Bwd IAT Max,DI-S2-1,SS,0.0,2.0,0.3942747240495038,0.4049917550097127,0.5105699697965536,0.4049917550097127,0.43190294378253674,0.3287637074899576,0.0,0.3694179058074951,0.02165975570678704
Bwd IAT Mean,DI-S2-1,SS,0.0,2.0,0.3864979373397257,0.3582767621088075,0.4397077648556317,0.3582767621088075,0.3681763149952185,0.320546571282728,0.0,0.37343316078186034,0.02992014884948726
Bwd IAT Min,DI-S2-1,SS,0.0,2.0,0.3656483442970231,0.2643215150611107,0.3271904771368844,0.2643215150611107,0.2759313401778035,0.2950953396653893,0.0,0.2570815563201904,0.025142240524291915
Bwd IAT Std,DI-S2-1,SS,0.0,2.0,0.3352937897201472,0.3235274245857203,0.4906465593205248,0.3235274245857203,0.3560612192759517,0.2530823330895649,0.0,0.28014388084411623,0.01951661109924312
Bwd IAT Tot,DI-S2-1,SS,0.0,2.0,0.3615787713234474,0.3178549245823459,0.4042693693192791,0.3178549245823459,0.331772465961928,0.2925913311680735,0.0,0.38418169021606446,0.02526149749755856
Bwd Pkt Len Max,DI-S2-1,SS,0.0,2.0,0.6168608540528487,0.5602631714146136,0.7220341792305843,0.5602631714146136,0.5994340731123196,0.5732927349331649,0.0,0.06262435913085933,0.01562180519104
