Feature,Dataset,Folder,T,CV,Acc,b_Acc,Prec,Rec,F1,kap,ROC,tra-T,test-T
ACK Flag Cnt,AD-S1-2,SS,0.0,2.0,0.1725807256575335,0.0721508506175716,0.0167915064788509,0.0721508506175716,0.0263419602477216,0.0639198747339564,0.0,0.00807085037231442,0.00984554290771478
Active Max,AD-S1-2,SS,0.0,2.0,0.3297067092545457,0.2543628757324063,0.46760780560329096,0.2543628757324063,0.278270218003025,0.2230979036519781,0.0,0.11646265983581539,0.01492066383361812
Active Mean,AD-S1-2,SS,0.0,2.0,0.3120893014589675,0.2302738008578483,0.4212478957975743,0.2302738008578483,0.24960778781068563,0.20249836218189937,0.0,0.15017781257629392,0.015385723114013618
Active Min,AD-S1-2,SS,0.0,2.0,0.3490043419673604,0.2802630695915792,0.5472124220630443,0.2802630695915792,0.313632189565904,0.2454400702826128,0.0,0.13226709365844722,0.014090919494628863
Active Std,AD-S1-2,SS,0.0,2.0,0.1494069305118863,0.11790962755707328,0.1756015418886111,0.11790962755707328,0.1042697612691911,0.0662142213017144,0.0,0.06845254898071282,0.01290540695190424
Bwd Blk Rate Avg,AD-S1-2,SS,0.0,2.0,0.0713846051471444,0.0476190476190476,0.0033992669117687,0.0476190476190476,0.0063455586265436,0.0,0.0,0.00573711395263668,0.010446119308471618
Bwd Byts/b Avg,AD-S1-2,SS,0.0,2.0,0.0713846051471444,0.0476190476190476,0.0033992669117687,0.0476190476190476,0.0063455586265436,0.0,0.0,0.01298766136169428,0.010168743133544881
Bwd Header Len,AD-S1-2,SS,0.0,2.0,0.50726156610271,0.3334373804826214,0.5955037499750492,0.3334373804826214,0.3595993841366452,0.4478865394801107,0.0,0.03450770378112788,0.013410377502441362
Bwd IAT Max,AD-S1-2,SS,0.0,2.0,0.4444111726639052,0.43731630917895303,0.5559625642198049,0.43731630917895303,0.4710276881236021,0.372580824368926,0.0,0.4030622959136963,0.02437314987182614
Bwd IAT Mean,AD-S1-2,SS,0.0,2.0,0.43266623413351973,0.4200447667933639,0.5287640135973409,0.4200447667933639,0.4499039032450135,0.3596870498209751,0.0,0.4591082572937012,0.04588885307312006
Bwd IAT Min,AD-S1-2,SS,0.0,2.0,0.3954517476002728,0.3018723624440357,0.4074400076466221,0.3018723624440357,0.3302052162409161,0.3144426491691231,0.0,0.23932857513427735,0.02127399444580074
Bwd IAT Std,AD-S1-2,SS,0.0,2.0,0.3993778177039144,0.3318234817075962,0.5563884773026777,0.3318234817075962,0.3766005301768542,0.3082912245478452,0.0,0.22131366729736324,0.01741104125976558
Bwd IAT Tot,AD-S1-2,SS,0.0,2.0,0.4395534927051621,0.41925903417832905,0.5227500686731746,0.41925903417832905,0.4471798100720957,0.3671260864579861,0.0,0.46239614486694336,0.054698324203491154
Bwd Pkt Len Max,AD-S1-2,SS,0.0,2.0,0.6695114039027799,0.6437655455882721,0.7430702397725545,0.6437655455882721,0.6425249226745041,0.62963082310614,0.0,0.06761827468872066,0.01561226844787596
Bwd Pkt Len Mean,AD-S1-2,SS,0.0,2.0,0.6902896308495949,0.6811297939346928,0.8147282642384269,0.6811297939346928,0.7166148361016111,0.6515424070454202,0.0,0.09980053901672356,0.029720401763915955
Bwd Pkt Len Min,AD-S1-2,SS,0.0,2.0,0.433248490292958,0.310387845342625,0.5944860382120246,0.310387845342625,0.3283110438075142,0.3491347307775919,0.0,0.0316287517547607,0.0114564418792724
Bwd Pkt Len Std,AD-S1-2,SS,0.0,2.0,0.5156127830180832,0.5418968426978849,0.856062440808288,0.5418968426978849,0.6124627945514708,0.4432951843949741,0.0,0.1026256084442138,0.02209935188293454
Bwd Pkts/b Avg,AD-S1-2,SS,0.0,2.0,0.0713846051471444,0.0476190476190476,0.0033992669117687,0.0476190476190476,0.0063455586265436,0.0,0.0,0.0048686981201171405,0.00956001281738276
Bwd Pkts/s,AD-S1-2,SS,0.0,2.0,0.5205037347573656,0.49401606826053507,0.4985934532650217,0.49401606826053507,0.4869420669792569,0.4722440122917595,0.0,0.49537029266357424,0.035542392730712816
