,precision,recall,f1-score,support
appletv,0.978880151469424,0.9638386006648137,0.9712522167585176,266.2
blink-camera,0.9915801146303935,0.9757434380794429,0.9835011991477313,611.2
blink-security-hub,0.9504440224866435,0.9337578985845909,0.9414454200634006,59.6
echodot,0.8490078442291769,0.6514160921520152,0.7365549049326241,239.0
echoplus,0.8101540810923722,0.8910534172831689,0.8485664711880776,874.8
echospot,0.8759525848858968,0.8785797890521378,0.8771444631835256,870.0
firetv,0.9262591650293515,0.9072510584016503,0.9165441271075825,389.4
google-home-mini,0.9876966927028705,0.9547575935620327,0.9709072635113707,279.8
insteon-hub,0.9990553885128166,0.9994812544972816,0.999267312939962,301.2
lightify-hub,0.990803973016234,0.987909262884871,0.9893380781860242,156.6
magichome-strip,0.986280018264959,0.989345943408784,0.9877019551493821,73.2
nest-tstat,0.9933561965768761,0.9848060003231259,0.9890464422155467,268.6
ring-doorbell,0.999873089212061,0.9997462514230362,0.9998096498035605,8827.6
roku-tv,0.977462903050357,0.9704943002298171,0.9739165048381244,212.0
samsungtv-wired,0.9896301089492094,0.9883543677425266,0.9889881660129674,1651.4
sengled-hub,0.9856727113382011,0.9359671687148267,0.9598734869278869,89.2
smartthings-hub,0.9788058776537482,0.9749105711413644,0.9768327984651352,519.4
sousvide,0.9686289821289822,0.7691803502654896,0.8537573665868484,14.6
t-philips-hub,0.9959283084481925,0.9954346147028394,0.9956806846117751,3356.8
t-wemo-plug,0.9988091164197607,0.9958599813201735,0.9973307473343204,812.2
tplink-bulb,0.9395612754595238,0.9974193548387098,0.9674414815763258,395.0
tplink-plug,0.9727273613481334,0.9646884545814964,0.9686409333667116,136.2
wansview-cam-wired,0.9891865313811308,0.989385243572299,0.9892856378004394,19925.4
xiaomi-hub,0.9924746919883541,0.9931340110676656,0.9927397773282207,57.8
yi-camera,0.968802012785767,0.9674777775395067,0.9681372343189176,6513.2
accuracy,0.9815225447023124,0.9815225447023124,0.9815225447023124,0.9815225447023124
macro avg,0.9638813281224174,0.9463997118413466,0.9537481729341993,46900.4
weighted avg,0.981733161747197,0.9815225447023124,0.9814929064888467,46900.4
