,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24
0,921,0,0,4,2,14,173,10,0,0,0,8,0,55,586,0,19,0,0,0,1,0,0,0,1
1,0,8350,0,0,0,2,2,0,0,2,2,0,25,0,2,0,0,0,0,0,0,0,0,0,0
2,2,3,318,0,0,2,0,2,0,0,0,1,0,0,3,0,0,0,0,0,1,0,0,0,1
3,40,3,0,1374,656,268,730,2,0,0,0,1,0,0,4,0,5,0,58,0,0,0,0,0,2
4,74,6,0,265,1366,658,243,0,0,0,0,1,0,0,11,0,0,0,115,0,0,0,0,0,3
5,61,2,0,70,508,5589,201,13,0,0,0,0,1,0,25,0,1,0,22,0,0,0,14,0,5
6,51,1,2,28,103,248,435,11,0,0,0,0,0,4,112,0,0,0,0,11,0,2,0,0,35
7,3,0,0,1,9,11,7,1730,0,0,0,26,0,13,87,0,20,0,0,5,0,0,2,0,3
8,0,0,0,0,0,0,0,0,33,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9,1,1,0,0,0,0,0,0,0,322,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0
10,0,3,0,0,0,0,0,0,0,0,108,0,0,0,0,0,0,1,0,0,0,0,0,0,0
11,0,3,0,2,10,0,0,46,0,0,0,2318,0,15,161,0,5,0,0,2,0,0,3,0,0
12,0,85,0,0,0,0,0,0,0,0,1,0,81958,0,0,0,0,0,0,0,0,0,0,0,0
13,9,5,0,1,1,4,6,8,0,0,0,25,0,403,106,0,4,0,2,13,0,0,0,0,0
14,107,2,0,8,9,25,16,56,0,0,0,79,1,68,2009,0,4,0,218,0,0,3,1,0,105
15,0,0,7,0,21,1,2,0,0,0,0,1,0,1,4,284,0,0,1,1,0,12,0,0,0
16,1,0,21,0,1,4,2,12,0,0,0,26,0,6,57,0,1989,0,0,0,0,0,0,0,5
17,0,3,0,0,0,0,0,1,0,0,0,0,2,0,0,0,0,1578,0,0,0,0,0,0,0
18,0,0,11,3,11,4,2,3,0,0,0,0,0,0,4,1,410,0,6698,0,0,0,0,0,0
19,3,41,0,1,0,0,0,0,0,0,0,0,0,0,0,0,4,0,2,3170,0,0,1,1,0
20,0,8,1,0,0,61,4,0,0,0,0,0,0,0,0,10,0,0,20,11,1343,0,0,0,0
21,0,3,0,0,19,1,30,0,0,0,0,0,0,5,313,10,0,0,0,0,0,117,6,0,89
22,0,0,0,0,0,72,3,4,0,0,0,0,0,0,4,0,0,0,0,0,0,0,72633,0,7520
23,1,2,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,633,0
24,0,3,10,15,5,22,18,4,0,0,0,0,0,2,43,0,39,0,2,0,0,0,14531,0,11427
