Feature,Dataset,Folder,T,CV,Acc,b_Acc,Prec,Rec,F1,kap,ROC,tra-T,test-T
HH_0.01_covariance_0_1,ADS1,CV,3.0,0.0,0.2522151047010327,0.205123935486547,0.19597229889667067,0.205123935486547,0.19145128889409557,0.20489316932929488,0.0,1.6703737735748292,0.02838091850280756
HH_0.01_magnitude_0_1,ADS1,CV,3.0,0.0,0.3573095162440498,0.33234963489837993,0.33212175643810427,0.33234963489837993,0.3318980597526509,0.3180834638358914,0.0,1.7709830760955811,0.0506309032440185
HH_0.01_mean_0,ADS1,CV,3.0,0.0,0.4198549483859564,0.3870443946230119,0.3861430064717011,0.3870443946230119,0.3864592548574461,0.3844403998853889,0.0,2.6959166526794434,0.031596040725707965
HH_0.01_pcc_0_1,ADS1,CV,3.0,0.0,0.243781790126592,0.19618301572424537,0.18538367358972774,0.19618301572424537,0.18194734300036886,0.1959617538145499,0.0,1.4578052520751954,0.05050010681152339
HH_0.01_radius_0_1,ADS1,CV,3.0,0.0,0.2887912553762512,0.2789246468818876,0.2800270118034955,0.2789246468818876,0.2793127402963021,0.24535993582322502,0.0,1.3622356414794923,0.036575365066528275
HH_0.01_std_0,ADS1,CV,3.0,0.0,0.3396078785317679,0.31390128501302467,0.31372197667369184,0.31390128501302467,0.3137356024271144,0.2992575016820477,0.0,1.438047218322754,0.02836771011352532
HH_0.01_weight_0,ADS1,CV,3.0,0.0,0.3393018754152183,0.3257009405708417,0.32498885742122335,0.3257009405708417,0.32526526634016684,0.2989394255920809,0.0,7.688273334503174,0.2257826328277588
HH_0.1_covariance_0_1,ADS1,CV,3.0,0.0,0.21161030472703776,0.17333790690226178,0.17378117042543764,0.17333790690226178,0.1614293637099158,0.1610032040470461,0.0,7.110395765304565,0.23143410682678223
HH_0.1_magnitude_0_1,ADS1,CV,3.0,0.0,0.36162495982414045,0.37339125081438,0.37229036545784694,0.37339125081438,0.37269986982312825,0.3226764736732239,0.0,11.550254154205323,0.12481532096862794
HH_0.1_mean_0,ADS1,CV,3.0,0.0,0.39939950143332836,0.4073864736511861,0.4073499601901319,0.4073864736511861,0.40726045252865567,0.36271424514151007,0.0,9.210961437225341,0.2258092880249023
HH_0.1_pcc_0_1,ADS1,CV,3.0,0.0,0.19689822840204707,0.16776428667830495,0.16892225985475046,0.16776428667830495,0.15651383754044357,0.14534371611681535,0.0,5.249367809295654,0.1958410739898681
HH_0.1_radius_0_1,ADS1,CV,3.0,0.0,0.2928836224708509,0.3099474569679105,0.30985595560092477,0.3099474569679105,0.309660821537028,0.24969521581698761,0.0,7.779522037506103,0.17438993453979487
HH_0.1_std_0,ADS1,CV,3.0,0.0,0.30335672425037224,0.3219682560946053,0.32218065042134814,0.3219682560946053,0.32139729901740743,0.26088790896118613,0.0,7.781746244430542,0.2771301746368408
HH_0.1_weight_0,ADS1,CV,3.0,0.0,0.3071877668317043,0.3151318933906032,0.3125298788006189,0.3151318933906032,0.3134629843922166,0.26490953006913304,0.0,8.693373441696167,0.2840372085571289
HH_1_covariance_0_1,ADS1,CV,3.0,0.0,0.19638829241930794,0.15724479066429206,0.16545940163037196,0.15724479066429206,0.14540403880839836,0.144410759495332,0.0,5.809736537933349,0.1621264457702636
HH_1_magnitude_0_1,ADS1,CV,3.0,0.0,0.4577952510203957,0.4486450439145823,0.4465178338120591,0.4486450439145823,0.44657075878637065,0.42472479654897094,0.0,5.725408124923706,0.12864069938659664
HH_1_mean_0,ADS1,CV,3.0,0.0,0.5304823037274664,0.5112218068543589,0.5107626639256261,0.5112218068543589,0.509572623580342,0.5018159697478705,0.0,0.9931742668151855,0.0207100391387939
HH_1_pcc_0_1,ADS1,CV,3.0,0.0,0.22282924132130325,0.1775265553871656,0.18403068008371293,0.1775265553871656,0.16580214228216536,0.17235147004801127,0.0,5.976198816299439,0.208721113204956
HH_1_radius_0_1,ADS1,CV,3.0,0.0,0.3037073031687629,0.2920105652203004,0.30268776356997373,0.2920105652203004,0.2915760290696636,0.26146956872852495,0.0,3.247091865539551,0.03928942680358882
HH_1_std_0,ADS1,CV,3.0,0.0,0.29211232256085296,0.28458370248816794,0.31013564369777746,0.28458370248816794,0.28608701872601805,0.24974514913840923,0.0,1.323939895629883,0.035060834884643524
