Dataset,T,CV,ML,Acc,b_Acc,Prec,Rec,F1,kap,ROC,tra-T,test-T,Al-Time
results/other/1_2,0,1,DT,0.6183616115984661,0.5877246664692644,0.6990733450995672,0.5877246664692644,0.5889544189998913,0.5820022204209232,0,7.191567420959473,0.0318603515625,0
results/other/1_2,1,2,DT,0.5991358932604928,0.5494075997366525,0.6610470040308406,0.5494075997366525,0.554287568240907,0.5612611749192286,0,5.487299919128418,0.031255483627319336,0
results/other/1_2,2,3,DT,0.622734674581079,0.5957512936581801,0.6898051570576983,0.5957512936581801,0.5887872341178507,0.5858853056709172,0,5.55102014541626,0.0313572883605957,0
results/other/1_2,3,4,DT,0.6010794768083206,0.5611670407214241,0.6284943045126168,0.5611670407214241,0.5605389507642402,0.5630720670444725,0,5.4507951736450195,0.031258344650268555,0
results/other/1_2,4,5,DT,0.5967326784682461,0.5476615365320052,0.6552176626411449,0.5476615365320052,0.554960992744794,0.5565982492173724,0,5.52737021446228,0.03163743019104004,0
results/other/1_2,5,6,DT,0.5984267479119609,0.5530204161730391,0.6682096578055932,0.5530204161730391,0.5620418361677939,0.5601893199663679,0,5.4290571212768555,0.030375957489013672,0
results/other/1_2,6,7,DT,0.5956558281241793,0.5369547338696075,0.6473506381926141,0.5369547338696075,0.5407090458542608,0.5573639873486291,0,5.419425010681152,0.031850576400756836,0
results/other/1_2,7,8,DT,0.6029048694647265,0.5544468208428184,0.6386003237419827,0.5544468208428184,0.5564420400372982,0.5649902847078339,0,5.504300117492676,0.04688286781311035,0
results/other/1_2,8,9,DT,0.6138440930818931,0.5831126294038278,0.6854510671895586,0.5831126294038278,0.5810874229043629,0.5769788905696955,0,5.7079832553863525,0.04677867889404297,0
results/other/1_2,9,10,DT,0.6008036980616693,0.5488518109880209,0.6439656753338705,0.5488518109880209,0.547107029283172,0.5632490625157598,0,5.437310218811035,0.031258344650268555,0
results/other/1_2,10,11,DT,0.6190313599831906,0.5986354614576885,0.7016388762257556,0.5986354614576885,0.6037697860902297,0.5814854087216296,0,5.604406118392944,0.019854307174682617,0
results/other/1_2,11,12,DT,0.59770447024216,0.5549221949451818,0.6635473593404957,0.5549221949451818,0.5629541701470916,0.5577424397508275,0,5.527170896530151,0.031865596771240234,0
results/other/1_2,12,13,DT,0.5917949256710616,0.518199449271592,0.6472750729384085,0.518199449271592,0.5250170663697418,0.5511249099268225,0,5.445034027099609,0.02722334861755371,0
results/other/1_2,13,14,DT,0.6134369911225508,0.5974216431414584,0.6911188872143184,0.5974216431414584,0.5993454989188111,0.5772293063778638,0,5.516540050506592,0.03124713897705078,0
results/other/1_2,14,15,DT,0.5924384094132479,0.5479928682500373,0.6598485082440906,0.5479928682500373,0.5539177181508466,0.5539362029002122,0,5.4415788650512695,0.046852827072143555,0
results/other/1_2,15,16,DT,0.5701922571833797,0.49726908967475825,0.6369360533014159,0.49726908967475825,0.506990395697325,0.529275027392033,0,5.518009901046753,0.03136563301086426,0
results/other/1_2,16,17,DT,0.5963387088301728,0.5480939665225766,0.6177316212922603,0.5480939665225766,0.5423385781124981,0.5577708743234098,0,5.387578248977661,0.031258344650268555,0
results/other/1_2,17,18,DT,0.621513368703052,0.5911811716494176,0.6772146373315171,0.5911811716494176,0.579916138010805,0.5850333867975015,0,5.415461778640747,0.0318605899810791,0
results/other/1_2,18,19,DT,0.6102195724116195,0.5864386572295225,0.68679294487466,0.5864386572295225,0.5862852669130948,0.5714715215922468,0,5.504145383834839,0.03235745429992676,0
results/other/1_2,19,20,DT,0.6041524399852918,0.5540055640177156,0.6381754631741817,0.5540055640177156,0.5617635276909583,0.5657536477374705,0,5.5428078174591064,0.031247615814208984,0
results/other/1_2,20,21,DT,0.6143825182539265,0.5954510178028989,0.699368873756058,0.5954510178028989,0.5978144166126872,0.576628405775813,0,5.401892900466919,0.03535819053649902,0
results/other/1_2,21,22,DT,0.61992435782949,0.594561607977095,0.69961496661597,0.594561607977095,0.5924720472153432,0.5842228820403731,0,5.490586280822754,0.02988409996032715,0
results/other/1_2,22,23,DT,0.6062667437096181,0.5598807902817512,0.6185881374597219,0.5598807902817512,0.5618239047155887,0.569280118666587,0,5.462965726852417,0.03185009956359863,0
results/other/1_2,23,24,DT,0.6228922624363082,0.5945422256532542,0.6665545806637221,0.5945422256532542,0.5823145213886411,0.5861146380028062,0,5.467201471328735,0.03184342384338379,0
results/other/1_2,24,25,DT,0.5992015548668382,0.54513188482282,0.6445679552058626,0.54513188482282,0.5492258089403739,0.5609756006148927,0,5.430100917816162,0.03174400329589844,0
