,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24
0,983,0,0,1,5,2,191,2,0,0,0,13,0,38,554,1,2,0,0,1,0,1,0,0,0
1,7,409,6,5,5769,168,3,753,0,0,0,516,26,34,7,0,11,0,83,92,1,0,0,0,536
2,0,5,325,4,4,3,1,0,0,0,0,3,0,1,0,0,2,0,0,3,0,0,0,7,1
3,2,246,4,490,207,465,14,46,0,2,1,159,2,6,7,1,279,8,86,1070,9,0,16,32,44
4,5,249,0,124,1140,813,22,109,0,1,0,76,2,14,10,1,15,0,110,56,4,2,17,2,6
5,2,384,7,45,301,4344,12,408,1,3,1,291,25,10,42,1,17,1,412,193,14,1,10,4,16
6,19,4,0,14,62,229,626,27,0,0,0,4,2,8,33,0,2,0,6,11,0,0,1,0,2
7,28,28,1,4,11,40,18,1736,0,1,0,14,0,4,3,0,14,0,1,9,2,0,0,3,6
8,0,3,0,0,0,0,0,0,27,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0
9,0,0,0,0,2,2,0,0,0,330,0,0,0,0,0,0,5,0,0,0,0,0,0,7,0
10,0,3,0,1,2,2,0,0,0,1,115,0,0,0,0,0,1,0,0,1,1,0,0,8,1
11,8,1,0,5,120,116,11,39,0,0,2,2112,11,17,10,1,19,0,4,97,2,6,0,2,5
12,1,44,0,2,9,28,0,0,0,1,0,9,81902,0,0,0,2,1,1,27,2,0,11,0,30
13,11,2,0,5,6,20,38,3,0,0,1,11,5,456,42,0,6,0,2,5,1,1,5,1,4
14,5,0,0,0,6,14,75,2,0,0,0,3,0,18,2549,3,8,0,3,22,1,0,16,0,1
15,0,1,13,8,8,6,0,0,0,0,1,10,0,0,2,282,28,0,17,5,0,0,4,10,0
16,0,0,4,11,21,18,2,1,0,1,1,22,3,13,2,13,1969,0,1,75,0,10,10,24,0
17,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,1584,0,0,0,0,1,4,0
18,0,8,0,5,42,61,1,19,0,0,0,77,2,5,14,7,949,0,5526,271,2,3,44,11,143
19,0,18,2,2,12,8,0,12,0,0,0,3,27,9,5,0,27,1,14,3113,0,0,0,1,65
20,160,14,1,2,36,76,34,2,0,0,0,383,9,16,6,0,48,0,5,72,603,2,0,5,5
21,43,3,2,0,21,3,0,0,0,0,0,31,0,4,7,0,49,0,0,4,2,438,0,1,2
22,0,1,1,3,7,37,0,4,0,0,1,1,19,0,0,5,104,5,8,9,0,0,72667,12,7597
23,0,0,6,22,5,8,0,2,0,5,16,0,1,0,0,8,18,0,0,18,0,1,0,556,5
24,0,63,0,6,20,87,3,5,0,1,1,5,3,13,3,0,11,0,5,8,0,0,309,3,25909
