,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24
0,1253,1,0,0,10,13,10,11,0,0,0,35,0,6,9,1,5,0,3,0,8,7,1,0,0
1,0,548,0,437,88,6916,41,87,1,0,0,256,329,0,0,4,0,18,17,17,15,4,3,2,514
2,0,12,341,5,7,2,0,0,0,0,0,1,2,0,0,19,11,0,0,3,1,0,0,9,0
3,3,3,0,1107,385,186,13,9,0,2,4,34,393,12,3,1,29,1,11,25,17,0,35,7,124
4,5,184,0,185,1679,541,40,4,0,0,3,152,388,5,0,5,35,0,14,25,47,6,11,4,291
5,16,52,1,117,1005,5400,128,19,0,2,5,160,973,10,9,7,34,1,18,42,36,3,13,7,340
6,809,2,0,23,22,57,701,16,0,0,0,27,7,14,772,0,4,0,1,0,10,0,37,0,91
7,16,86,0,17,23,133,14,2250,0,1,2,11,19,2,8,0,10,1,9,21,6,0,26,2,21
8,0,3,0,0,0,0,0,0,30,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0
9,0,1,0,0,3,6,0,0,0,533,4,0,0,0,0,0,0,0,0,2,0,0,0,4,0
10,0,4,0,4,1,1,0,0,0,0,131,0,0,0,0,1,5,8,1,3,0,0,3,16,3
11,1,30,0,3,8,41,0,3,0,0,1,2513,5,9,1,1,35,0,11,11,25,6,5,2,4
12,0,6,0,1,2,0,0,0,0,0,2,11,72270,0,0,1,3,0,3,6,11,0,0,3,7
13,268,6,0,3,9,23,8,3,0,0,0,74,0,383,84,0,12,0,18,7,15,3,3,1,15
14,759,1,0,5,3,4,0,0,0,0,0,16,0,33,2841,5,10,0,37,14,6,0,10,1,1
15,0,0,0,0,0,2,0,0,0,1,0,5,0,0,0,171,14,0,1,0,1,1,0,1,0
16,0,8,0,21,7,3,0,0,0,1,0,16,3,2,1,4,1596,0,21,12,15,10,0,4,2
17,0,0,0,5,0,1,0,0,0,0,1,0,0,0,0,2,1,1430,0,0,0,0,0,1,1
18,0,3,0,5,2,11,0,0,0,0,0,13,1,0,0,24,5,0,2868,4,5,0,3,5,2
19,0,13,0,5,6,72,4,29,0,0,3,104,3,6,0,0,23,0,26,3684,80,1,0,6,12
20,0,2,0,3,0,5,0,0,0,0,3,9,1,1,0,0,3,0,1,2,653,4,0,10,1
21,0,2,3,2,0,0,0,0,0,0,3,117,0,1,0,1,9,0,0,1,10,434,0,0,0
22,0,0,0,20,4,3,0,3,0,0,2,0,1,3,0,1,15,0,0,5,0,0,73424,23,17457
23,0,4,2,23,7,1,0,0,0,2,6,0,0,0,0,0,10,2,3,2,0,1,0,909,4
24,0,15,0,4,3,5,0,0,0,1,1,8,39,6,0,9,10,0,0,7,0,1,2054,2,26278
