,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24
0,619,0,0,0,3,2,183,1,2,4,0,6,0,551,11,0,11,0,6,0,4,2,62,0,1
1,0,2277,0,1,184,104,6,0,8,1,1,0,196,8,0,5,11,0,3370,59,8,2,5,1,0
2,0,9,304,0,31,21,0,0,2,0,0,0,0,0,0,11,16,0,0,2,1,2,0,2,3
3,19,204,1,2555,899,74,90,1,80,2,4,36,27,22,52,50,106,0,40,361,51,28,97,7,1529
4,5,49,0,182,2105,252,83,7,164,2,0,132,417,5,18,10,83,0,449,297,243,548,35,6,124
5,105,13,0,10,1016,2567,80,4,9,0,3,18,462,10,47,3,25,0,211,368,6,0,48,0,359
6,113,3,0,6,21,67,637,5,10,0,0,26,96,169,628,6,25,0,72,44,8,4,79,5,6
7,37,6,0,37,50,11,39,821,0,0,0,9,138,44,0,3,38,0,45,301,7,4,12,2,5
8,0,3,0,0,1,4,7,0,1876,0,1,47,0,0,3,2,8,0,2,8,0,6,4,0,1
9,0,0,0,2,3,1,0,0,0,808,1,0,0,0,0,0,10,0,3,0,0,0,0,3,0
10,0,1,1,0,6,3,0,0,2,0,337,0,0,0,2,0,4,0,3,0,0,0,0,4,0
11,1,44,1,0,31,14,10,0,26,0,0,1029,7,2,3,0,26,0,20,50,56,41,5,1,0
12,1,8,0,0,3,0,0,0,0,0,0,1,54059,0,0,0,2,0,0,7,8,1,1,0,3
13,149,1,0,5,6,11,52,1,2,0,4,22,1,541,3,5,3,0,27,16,42,3,114,0,18
14,1,1,0,4,113,83,46,6,8,0,2,24,2,3,2742,2,32,0,435,49,9,2,21,2,0
15,0,8,5,0,10,8,1,0,4,0,0,1,0,0,0,470,24,0,1,5,5,14,0,4,0
16,0,32,0,1,14,8,8,0,101,2,0,11,1,0,5,14,3062,0,19,39,61,33,39,2,1
17,0,12,1,0,1,3,0,0,0,3,14,1,1,0,0,0,9,22,5,4,2,0,0,4,6
18,7,87,0,3,339,50,12,9,11,0,0,7,0,11,70,6,16,0,12633,35,151,4,115,0,125
19,0,17,0,0,21,19,0,1,8,0,2,5,21,3,13,27,150,0,27,3707,15,0,45,1,9
20,3,2,0,1,13,1,850,0,38,0,2,15,0,0,0,20,10,0,2,30,3989,0,6,1,0
21,0,2,0,0,10,2,30,0,222,1,0,19,3,4,1,11,6,0,0,14,38,1325,20,1,0
22,2,1,5,1,22,4,1,0,97,4,4,0,143,0,0,5,62,0,22,59,22,6,81651,6,417
23,0,0,1,0,5,3,0,0,0,4,2,0,0,1,0,3,24,0,0,2,1,0,2,233,0
24,0,6,3,28,15,6,3,1,0,1,0,1,13,0,2,0,14,0,43,4,2,1,1542,0,26184
