,precision,recall,f1-score,support
appletv,0.9492918192559902,0.9363162072727235,0.9425950172471591,359.8
blink-camera,0.9834510305767361,0.9861340240152602,0.9847886087499104,1686.8
blink-security-hub,0.8784041393584104,0.8361203627348154,0.8544130442011479,72.6
echodot,0.8107358796748073,0.8282992595477345,0.8190478010135301,641.2
echoplus,0.6984147345373538,0.6946721869622199,0.6963231786300551,557.8
echospot,0.8654211977223671,0.859753736225974,0.8625435440889652,1311.0
firetv,0.8902910538903198,0.876805569075283,0.8831769544736143,211.0
google-home-mini,0.9124847381921526,0.8999911498082748,0.906058363829376,386.0
insteon-hub,0.6795021645021644,0.8428282828282828,0.7286124401913876,7.2
lightify-hub,0.9075741404269106,0.8986360306360306,0.9025952341299405,69.8
magichome-strip,0.6787795575896263,0.7102368035190615,0.6851197547971741,28.4
nest-tstat,0.8898677033259531,0.8817318301810007,0.8856975002434329,519.2
ring-doorbell,0.9982968074898315,0.9982815281493078,0.998289047962803,16415.2
roku-tv,0.7496706828546776,0.7639990341439236,0.7556556757117767,126.2
samsungtv-wired,0.954348443121944,0.9491907413688798,0.9517452959921974,546.4
sengled-hub,0.6644425379605543,0.7279252161187506,0.6942832889773717,80.4
smartthings-hub,0.8556356358175939,0.8632643554125883,0.8591464308533994,441.8
sousvide,0.9823328153907303,0.9774055357984978,0.9796822393737055,320.4
t-philips-hub,0.9690554330940582,0.9701267897549484,0.969587535905176,1439.6
t-wemo-plug,0.9157396109126308,0.9154120123415879,0.9155344422986668,665.2
tplink-bulb,0.8983153316401452,0.9130061039413953,0.9054449033387421,297.0
tplink-plug,0.8031156846919559,0.8132468624271901,0.8081155388605599,123.4
wansview-cam-wired,0.9960000045676793,0.9962485983374357,0.9961241568528086,16098.0
xiaomi-hub,0.7808075342410394,0.7698168758425306,0.7748625068911946,135.8
yi-camera,0.9856189390275085,0.9842055384191488,0.984909439756675,5292.4
accuracy,0.9756567739141015,0.9756567739141015,0.9756567739141015,0.9756567739141015
macro avg,0.8679039047945256,0.8757461853945138,0.8697740777748306,47832.6
weighted avg,0.9757887869561586,0.9756567739141015,0.9756788589332928,47832.6
