,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24
0,938,0,1,6,21,73,27,6,0,72,0,0,0,9,300,0,1,0,0,0,0,0,0,4,4
1,0,6148,0,0,0,16,0,0,0,0,2,0,45,0,1,0,0,0,2,0,0,0,0,0,0
2,2,0,362,0,0,1,0,3,0,0,0,1,0,0,3,0,0,0,0,0,0,0,0,0,3
3,54,0,1,124,192,447,193,0,0,0,0,238,0,9,20,6,91,0,60,86,0,0,4593,0,209
4,31,8,0,166,1647,1960,300,0,0,0,0,164,0,6,87,0,54,0,16,489,0,1,6,0,166
5,0,0,0,19,253,2224,41,1,0,0,0,5,0,1,4,0,4,0,1,1,0,0,2798,0,1
6,10,1,2,45,154,464,917,11,0,0,0,23,0,97,249,1,11,0,7,2,0,0,21,0,6
7,5,2,0,3,1,7,12,1257,0,0,0,20,0,157,136,0,2,0,0,3,0,0,1,0,1
8,2,122,0,0,0,0,0,0,1266,0,54,0,11,0,0,0,0,0,0,0,316,0,0,0,0
9,0,2,0,0,0,1,0,0,0,645,0,0,86,0,0,0,0,35,0,0,0,0,0,20,0
10,0,4,0,0,0,0,0,0,11,0,268,0,43,0,0,0,0,6,0,0,0,0,0,0,0
11,0,1,0,1,7,1,0,3,0,0,1,1323,0,2,6,0,4,0,0,0,0,0,0,0,0
12,0,146,0,0,0,0,0,0,0,0,0,0,53928,1,0,0,0,1,0,0,0,0,0,0,0
13,22,1,1,0,29,24,13,23,0,0,0,46,0,461,332,0,5,0,6,5,0,7,15,0,14
14,22,1,1,1,40,37,20,270,0,0,0,299,0,304,2300,0,5,0,39,37,0,18,0,0,79
15,0,1,0,1,30,0,0,0,0,0,0,0,0,0,0,296,0,0,1,141,1,7,14,0,2
16,9,0,0,0,5,10,5,29,0,0,0,44,0,4,76,0,3135,0,0,3,0,0,0,0,34
17,0,10,0,0,0,0,0,0,0,3,4,0,2,0,0,0,0,49,0,0,0,0,0,0,0
18,2,0,20,29,19,17,9,12,0,0,0,0,0,0,14,0,535,0,12886,76,0,0,1,0,5
19,0,1,0,1,4,6,1,0,0,0,0,0,0,0,0,5,0,0,33,3942,0,0,4,0,16
20,1,3,1,63,3,0,0,0,0,0,0,0,111,0,0,0,0,125,0,3,4636,0,0,0,0
21,27,2,0,0,0,3,16,0,0,0,0,9,0,53,14,0,1,0,0,5,0,1480,3,0,80
22,9,0,0,0,0,1170,2,6,0,0,0,0,0,0,13,0,0,0,1,849,0,0,58396,0,21869
23,0,4,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,244,0
24,0,0,0,0,3,819,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,15851,0,11049
