,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24
0,1241,0,1,11,9,21,32,10,0,1,0,1,0,15,24,0,7,0,1,0,0,0,0,1,1
1,0,9139,0,0,3,0,0,0,0,2,0,0,98,0,0,0,0,1,0,0,0,0,0,0,0
2,2,2,270,0,2,0,1,0,0,0,0,0,0,0,1,1,102,1,2,0,1,0,0,0,0
3,2,3,3,815,1013,148,306,2,0,0,0,0,0,1,4,1,3,0,23,0,3,2,0,0,15
4,49,3,0,160,2305,579,313,2,0,1,0,0,0,0,0,0,0,1,138,2,0,1,0,0,21
5,33,3,9,162,2395,4777,392,7,0,1,0,0,0,11,8,0,88,0,128,2,2,4,317,0,11
6,21,1,0,15,260,97,1864,9,0,0,0,0,0,1,8,0,9,0,19,8,2,268,6,0,2
7,7,2,0,24,24,6,21,2396,0,0,0,16,0,12,117,0,23,0,1,0,1,1,17,0,2
8,0,0,0,0,0,0,0,0,30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3
9,0,2,0,0,0,0,0,0,0,515,0,0,0,0,0,0,0,2,0,0,0,0,0,5,0
10,0,4,0,0,0,0,0,0,0,0,143,0,0,0,0,0,0,4,0,0,0,0,0,0,0
11,1,4,0,0,14,0,1,18,0,0,0,2356,0,45,205,0,8,0,1,1,29,0,0,0,0
12,0,589,0,0,0,0,0,0,0,0,0,1,71663,0,1,0,0,44,0,0,0,0,0,0,0
13,56,9,0,0,46,0,99,72,0,0,0,17,0,501,53,0,8,0,2,0,8,0,17,0,0
14,613,1,15,26,135,28,601,260,0,0,0,12,2,612,1205,0,126,0,79,0,0,7,0,0,5
15,0,0,0,0,9,0,2,0,0,0,0,0,0,1,0,41,0,0,0,104,0,7,0,0,0
16,26,0,0,3,0,6,7,3,0,0,0,4,0,7,20,0,1492,0,110,0,0,4,1,0,0
17,0,2,0,0,0,0,0,0,0,0,2,0,0,0,0,1,0,1422,0,0,0,0,0,0,0
18,0,0,12,0,0,0,0,0,0,0,0,0,0,0,24,0,1,0,2897,0,0,0,0,0,0
19,0,1,0,0,3,0,0,0,0,0,0,0,0,0,2,0,0,0,4,3945,0,0,50,0,0
20,0,3,0,0,0,0,0,0,3,0,0,5,0,0,0,0,0,0,0,0,658,0,0,0,0
21,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,554,0,0,0
22,0,0,0,0,0,0,22,0,0,0,0,0,0,4,3,0,0,0,29,0,0,0,58213,0,32482
23,2,6,0,0,0,0,0,0,0,17,0,0,0,0,0,0,0,1,0,0,0,0,0,902,0
24,37,4,2,106,71,12,135,112,0,0,0,0,0,1,4,0,26,0,0,2,0,151,11199,0,16255
