,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24
0,1088,0,0,3,3,8,174,11,0,1,0,1,0,164,96,0,5,0,196,0,0,40,0,0,0
1,0,8295,0,0,0,0,0,0,0,1,0,0,75,0,13,0,0,0,0,0,0,0,0,0,0
2,0,3,259,0,0,0,45,2,1,0,0,0,0,0,4,0,3,0,16,0,0,0,0,0,0
3,30,3,0,1222,1200,435,232,4,0,0,0,0,0,3,7,0,2,0,4,0,0,0,0,0,0
4,41,6,2,77,1512,762,169,1,0,1,0,0,0,0,18,0,0,0,149,0,2,0,0,0,0
5,41,3,7,95,692,5056,260,2,0,0,0,1,0,10,27,0,1,0,109,3,2,1,109,0,91
6,7,1,3,17,215,198,560,13,0,0,0,1,0,5,5,0,0,0,0,1,2,6,11,0,0
7,5,0,0,24,10,10,40,1739,0,0,0,15,0,15,28,0,20,0,0,0,1,0,7,0,2
8,0,0,0,0,0,0,0,0,33,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9,7,1,0,0,0,0,0,0,0,314,0,0,0,0,0,0,0,2,0,0,0,0,0,2,0
10,0,3,0,0,0,0,0,0,12,0,96,0,0,0,0,0,0,0,0,0,0,0,0,0,0
11,4,3,0,0,10,0,1,20,0,0,0,2270,0,48,170,0,6,0,1,2,28,0,0,0,0
12,0,740,0,0,0,0,0,0,0,0,201,0,81099,0,0,0,0,2,0,0,0,0,0,0,0
13,11,0,0,0,5,0,37,19,0,0,0,4,0,429,50,0,10,0,0,0,5,0,13,0,0
14,521,1,3,17,10,6,239,54,0,0,0,28,0,266,1233,0,47,0,279,0,3,0,0,0,1
15,0,0,3,0,21,0,0,0,0,0,0,1,0,0,11,143,0,0,88,45,0,20,0,0,0
16,5,0,13,0,11,10,10,1,0,0,0,14,0,11,52,0,1869,0,126,0,0,1,0,0,0
17,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1580,0,0,0,0,0,0,0
18,0,1,0,1,4,10,0,3,0,0,0,0,0,1,6,0,0,0,7119,0,1,0,1,0,0
19,0,35,0,0,0,1,1,0,0,0,0,5,0,1,2,2,0,0,103,3041,0,0,32,0,0
20,0,7,0,0,0,0,0,0,3,1,0,0,0,0,0,0,0,0,1,0,1445,0,0,0,0
21,0,4,0,0,0,0,6,0,0,0,0,0,0,9,10,0,0,0,0,0,0,558,6,0,0
22,0,0,0,0,1,0,3,0,0,0,0,2,0,1,0,0,0,0,0,0,0,0,63621,0,16608
23,6,22,0,0,0,0,0,0,0,89,0,0,94,0,0,0,0,0,0,0,1,0,0,425,0
24,30,3,14,291,33,58,1383,17,0,0,0,5,0,103,0,0,122,0,2,0,0,25,11244,0,12790
