,precision,recall,f1-score,support
appletv,0.5853337565104673,0.6864012021036815,0.6308797089747958,1331.0
blink-camera,0.8807758877946881,0.97532722513089,0.9256094468197518,3056.0
blink-security-hub,0.9298014403509398,0.9067114093959731,0.9181084452707455,298.0
echodot,0.17013721600256643,0.15598326359832634,0.16275120185747288,1195.0
echoplus,0.5971758303520762,0.4219021490626429,0.49446526634127147,4374.0
echospot,0.48561265143278315,0.504183908045977,0.49472268461279667,4350.0
firetv,0.6062337495283969,0.3145351823317925,0.41417431875802696,1947.0
google-home-mini,0.7760759183937359,0.9265189421015011,0.8446479475845974,1399.0
insteon-hub,0.9687848383500558,0.10146082337317397,0.17826267135906543,1506.0
lightify-hub,0.914795918367347,0.9131545338441891,0.9139730551060928,783.0
magichome-strip,0.9874367088607595,0.8590163934426229,0.9187520839923737,366.0
nest-tstat,0.656743083159028,0.977661950856292,0.7853284024170825,1343.0
ring-doorbell,0.9989943805714654,0.987575331913544,0.9932467971334983,44138.0
roku-tv,0.6772058948196982,0.4311320754716982,0.5263266487051983,1060.0
samsungtv-wired,0.7843994021580185,0.7908199103790723,0.7875962384971107,8257.0
sengled-hub,0.9392485563217271,0.6031390134529148,0.7345716011003511,446.0
smartthings-hub,0.9387019544563724,0.9092029264536003,0.9237131472142946,2597.0
sousvide,0.6101822038331607,0.6082191780821917,0.5266178608363321,73.0
t-philips-hub,0.9704806082777768,0.9951739752144899,0.9826673811598203,16784.0
t-wemo-plug,0.6924321419849336,0.9490273331691702,0.8005384205152518,4061.0
tplink-bulb,0.9269825883102797,0.8128607594936709,0.8657391463081794,1975.0
tplink-plug,0.9346906835966337,0.7145374449339207,0.8099199086728891,681.0
wansview-cam-wired,0.7816304458923029,0.8599496120529576,0.8189217375293012,99627.0
xiaomi-hub,0.6996785214694112,0.9930795847750865,0.8204406713866967,289.0
yi-camera,0.44305125000570056,0.3252226248234355,0.3750968550985324,32566.0
accuracy,0.7899531773716216,0.7899531773716216,0.7899531773716216,0.7899531773716216
macro avg,0.7582634252320131,0.7089118701401127,0.7058828658900611,234502.0
weighted avg,0.7787557109157989,0.7899531773716216,0.7783518264008968,234502.0
