,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20
0,2486,23,396,0,26,758,59,31,18,167,21,388,3,2,10,8,189,0,0,0,0
1,403,15,28,5,0,1370,18,0,867,2,33,24,67,0,79,1,0,60,0,0,694
2,20,0,3150,159,0,518,0,0,64,151,83,0,6,0,159,38,129,1,4,0,0
3,1,0,1375,2387,0,352,6,0,38,202,52,0,110,0,22,43,87,2,115,0,0
4,1679,0,18,0,2487,0,0,0,0,51,4,0,20,11,0,0,631,0,0,0,0
5,35,226,406,52,0,757,0,0,382,770,518,0,76,15,42,0,117,347,461,4,5
6,176,0,141,0,0,0,3046,0,0,15,71,51,0,0,7,0,0,140,52,0,0
7,1301,0,516,1,177,497,0,527,5,68,12,1084,26,305,3,1,140,2,23,49,43
8,4,1,66,0,0,1,0,5,201,3,48,3,0,0,5,0,0,9,0,0,0
9,502,42,642,5,24,124,1,3,40,3001,55,90,0,33,1,1,35,0,5,0,0
10,1,0,122,2,0,0,175,0,0,17,3356,7,0,0,62,0,0,0,30,0,0
11,219,0,44,0,0,9,5,14,10,76,412,961,0,0,0,0,0,0,0,0,0
12,177,0,356,643,70,142,2,5,0,39,3,176,2076,30,83,0,6,32,47,323,78
13,909,17,753,10,5,12,562,794,24,180,118,665,4,676,120,5,6,7,4,63,24
14,520,17,800,0,1,505,8,16,90,77,81,73,275,25,917,5,60,0,1180,0,0
15,0,0,114,1015,0,0,0,0,0,0,2,0,8,0,0,2578,0,0,418,0,0
16,186,9,141,0,0,296,1013,4,5,54,74,29,2,2,3,0,571,366,0,0,0
17,98,0,736,0,0,0,44,7,0,0,297,42,0,0,11,0,0,1340,0,0,0
18,11,0,224,92,0,92,148,0,8,566,22,0,208,23,11,5,23,20,3194,22,0
19,122,0,2,1,0,0,16,37,0,15,247,38,0,0,24,1,0,63,81,1681,1
20,11,0,19,0,0,280,20,0,18,31,150,49,0,1,1,4,0,26,0,0,1891
