,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20
0,405,0,0,0,4052,0,0,3,0,0,0,88,2,1,10,0,4,4,0,0,0
1,0,0,0,0,3257,0,31,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2,351,0,0,4,3643,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
3,0,0,24,10,4900,9,0,0,0,0,10,0,0,0,0,0,0,1,0,0,0
4,0,0,0,0,4742,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5,0,0,0,0,1124,1672,0,9,0,0,8,3,0,0,0,0,0,0,0,0,0
6,0,0,0,0,3839,0,201,0,0,0,3,0,0,0,0,0,0,0,0,0,0
7,3,0,0,0,2142,0,0,30,2,0,3,0,0,5,0,0,0,0,0,1,3
8,0,0,0,0,216,10,0,0,0,0,31,0,0,0,0,0,0,0,0,0,5
9,8,0,0,0,4852,2,0,0,0,1,7,1,1,1,0,0,0,3,0,0,0
10,0,0,0,0,1132,0,0,0,9,0,860,0,0,0,0,0,0,0,0,0,13
11,96,0,0,0,1502,1,0,42,0,1,13,1828,8,0,24,0,6,12,0,0,0
12,237,0,0,0,3664,1,0,0,0,1,0,10,796,0,0,0,1,0,0,0,0
13,1,0,0,0,4805,0,0,0,0,0,49,0,0,5,0,0,0,0,0,0,0
14,0,0,0,1,4735,18,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0
15,0,0,0,0,3734,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
16,8,0,0,0,2002,1358,0,0,0,0,1,14,0,0,0,0,16,2,0,0,0
17,26,0,0,0,2344,0,0,2,0,1,4,41,3,0,5,0,1,10,0,0,0
18,21,0,1,0,4918,0,0,0,0,0,18,0,0,0,0,0,0,0,12,0,0
19,8,0,0,0,4197,1,0,2,0,0,3,22,2,0,4,0,2,0,0,5,0
20,0,0,0,0,3066,0,0,3,0,0,2,0,0,0,0,0,0,0,0,0,6
