,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20
0,73,0,958,0,0,0,0,0,0,3363,17,92,19,0,0,0,1,23,0,19,0
1,0,30,0,0,0,0,0,0,0,3496,24,0,0,0,0,0,0,0,0,0,0
2,0,0,0,571,0,0,0,0,237,3538,54,0,0,0,0,0,47,0,0,0,0
3,0,0,2,420,0,0,0,0,157,3990,14,0,0,0,0,0,40,0,0,0,0
4,0,0,0,0,0,0,0,0,0,4784,6,0,0,0,0,0,0,0,0,0,0
5,1,0,0,0,0,749,0,0,2572,869,101,0,2,0,0,0,0,0,1,0,0
6,0,78,0,0,0,0,268,0,0,2677,92,0,0,0,0,0,0,0,0,0,0
7,2,0,0,0,0,12,0,12,15,4804,13,8,1,0,0,0,0,2,0,0,1
8,0,0,0,0,0,0,0,3,4,185,21,0,0,0,0,0,0,0,0,0,0
9,0,0,280,0,0,0,0,0,238,3668,31,2,1,0,0,0,0,1,0,0,0
10,0,0,0,0,0,0,0,0,0,2292,1361,0,0,0,0,0,0,0,0,0,0
11,161,0,0,0,0,0,0,0,91,2562,367,419,14,0,0,0,3,53,0,33,0
12,2,0,0,1,0,0,0,0,0,4272,0,7,263,0,0,0,0,4,0,2,0
13,0,0,0,0,0,0,0,4,14,3500,255,0,6,9,0,0,3,0,0,0,0
14,18,0,0,0,0,0,0,0,142,4291,22,17,0,0,2,0,135,1,0,6,0
15,0,0,0,1,0,0,0,0,0,3662,0,0,0,0,0,0,0,0,0,0,0
16,6,0,0,0,0,0,0,0,0,2952,75,13,0,0,0,0,363,4,0,5,0
17,13,0,0,1,0,0,0,0,0,1801,202,21,2,0,0,0,2,6,0,3,0
18,0,0,67,78,0,0,0,0,68,4440,7,0,0,0,0,0,5,0,14,0,0
19,0,0,0,0,0,0,0,0,0,2258,163,1,1,0,0,0,0,0,0,4,0
20,0,0,0,0,0,0,0,0,0,3004,146,0,0,0,0,0,0,0,0,0,1
