,precision,recall,f1-score,support
Amazon Echo,0.0,0.0,0.0,4592.0
Awair air quality monitor,0.0,0.0,0.0,3671.0
Belkin Wemo switch,0.06977210452449376,0.23272403031654035,0.10735770476631189,4486.0
Belkin wemo motion sensor,0.0,0.0,0.0,4796.0
Dropcam,0.0,0.0,0.0,4905.0
HP Printer,0.0,0.0,0.0,4220.0
Light Bulbs LiFX Smart Bulb,0.0,0.0,0.0,3703.0
MacBook,0.0,0.0,0.0,4788.0
NEST Protect smoke alarm,0.0,0.0,0.0,351.0
Netatmo Welcome,0.07573245882734513,0.911515940143136,0.1398459465304696,4611.0
Netatmo weather station,0.0,0.0,0.0,3776.0
PIX-STAR Photo-frame,0.0,0.0,0.0,1755.0
Phillip Hue Lightbulb,0.0,0.0,0.0,4295.0
Samsung Galaxy Tab,0.030139935414424113,0.005636070853462158,0.009496354078344923,4968.0
Samsung SmartCam,0.0,0.0,0.0,4659.0
Smart Things,0.0,0.0,0.0,4140.0
TP-Link Day Night Cloud camera,0.0,0.0,0.0,2761.0
TP-Link Smart plug,0.0,0.0,0.0,2578.0
TPLink Router Bridge LAN,0.0,0.0,0.0,4675.0
Triby Speaker,0.04596100278551532,0.14150943396226415,0.06938603868797308,2332.0
iHome,0.0,0.0,0.0,2508.0
accuracy,0.07133766068473972,0.07133766068473972,0.07133766068473972,0.07133766068473972
macro avg,0.010552642931037063,0.06149454644168585,0.015527906860147595,78570.0
weighted avg,0.011698056334280872,0.07133766068473972,0.01699659478573554,78570.0
