,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20
0,2791,0,141,0,23,1,227,79,0,56,0,57,102,234,228,0,28,32,513,57,0
1,94,225,0,0,2839,2,29,0,2,8,0,0,0,0,15,0,72,2,0,0,0
2,351,0,1769,1121,0,1,0,0,0,34,2,17,4,25,58,2,1,595,17,1,1
3,0,0,313,3924,0,1,0,0,0,8,5,10,0,177,8,115,8,252,132,0,1
4,4,0,0,0,4586,0,0,4,0,1,0,0,0,0,0,0,0,0,147,0,0
5,0,6,18,9,0,2320,0,101,0,1,0,9,149,28,172,0,2,0,0,1,0
6,180,91,0,2,0,0,2904,0,0,0,0,3,0,34,0,0,442,98,289,0,0
7,20,0,0,0,0,0,0,2095,12,2,0,7,3,34,6,0,0,2,0,6,2
8,0,0,0,0,0,10,0,5,203,0,9,31,0,0,0,0,0,0,0,1,3
9,24,0,0,1,2273,2,7,3,0,853,0,15,6,8,4,0,2,9,1664,0,5
10,0,0,0,0,0,0,0,0,33,0,1327,640,0,14,0,0,0,0,0,0,0
11,191,0,0,0,0,0,0,1,0,600,0,2544,18,16,82,0,20,49,0,1,11
12,251,0,0,0,0,0,0,56,0,21,0,6,4122,0,4,0,0,4,238,8,0
13,22,44,1,3,0,6,0,300,0,9,0,49,4,3872,3,0,0,0,544,3,0
14,2,10,48,2,40,3,1,3,0,0,0,0,275,182,2617,0,18,38,1517,0,0
15,99,0,0,1,1398,0,0,0,0,51,0,0,0,0,145,1855,0,0,185,0,0
16,122,0,0,0,28,0,0,323,0,0,127,5,157,1,305,0,1838,3,0,0,492
17,50,0,4,10,0,0,0,0,0,4,1,26,11,2,18,0,11,2292,8,0,0
18,1,0,6,87,161,43,24,15,0,6,1,18,118,14,466,2,0,2,3972,25,9
19,34,0,0,0,0,1303,0,1047,0,1,2,13,111,7,7,0,1,7,408,1304,1
20,6,122,8,0,0,23,10,8,5,17,0,19,25,14,0,0,0,0,0,12,2808
