,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20
0,3653,0,0,0,0,0,0,0,0,1,0,44,5,558,1,0,17,2,1,0,0
1,0,3152,0,0,0,0,202,0,6,0,0,0,0,0,0,6,0,0,0,0,0
2,425,0,2473,271,0,0,0,0,0,0,0,0,0,0,0,0,344,0,20,25,0
3,0,0,749,3879,0,2,0,0,0,0,11,0,0,3,37,0,29,10,132,26,0
4,0,0,0,0,4768,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5,0,0,0,4,0,2670,0,28,0,0,11,0,0,0,1,0,0,1,0,0,0
6,0,0,0,0,0,0,3228,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7,8,0,0,0,0,14,0,2951,0,0,10,0,0,0,0,0,0,0,0,0,0
8,0,0,0,0,0,18,0,7,313,0,70,0,0,0,0,0,0,0,0,0,1
9,4,0,0,0,0,1,0,0,0,3942,0,3,1,4,0,0,0,3,0,0,0
10,0,0,0,0,0,0,0,0,35,0,1985,0,0,0,0,0,0,0,0,0,3
11,0,0,0,0,0,0,0,0,0,528,4,2994,0,0,0,0,0,0,0,0,0
12,241,0,0,0,0,0,0,3,0,1,0,16,4237,6,31,0,42,1,190,7,0
13,34,0,0,0,0,1,0,0,0,8,24,0,12,897,0,0,3725,0,32,0,0
14,0,0,46,0,0,1,0,0,0,0,0,1,23,0,4729,0,17,1,0,0,0
15,16,0,0,0,0,0,2,160,0,0,0,0,0,112,0,3512,0,0,53,0,0
16,123,0,0,0,0,0,0,0,0,0,4,17,0,15,13,0,3402,24,0,0,0
17,70,0,0,0,0,0,0,0,0,2,4,40,4,0,0,0,0,2290,0,0,0
18,0,0,0,0,0,0,5,1,0,0,13,0,6,1,1997,3,0,0,2935,0,0
19,3,0,0,0,0,0,0,72,0,0,0,132,36,26,94,0,0,0,0,2337,0
20,0,0,0,0,0,0,0,32,3,0,1,0,0,0,0,0,0,0,0,0,3018
