,precision,recall,f1-score,support
appletv,0.9114747659376207,0.8594072857014393,0.8843547323307781,275.4
blink-camera,0.9839207168983338,0.996646835947259,0.9902356869762329,1848.6
blink-security-hub,0.9463108237272209,0.9478945382239438,0.946792353441792,77.2
echodot,0.8377517737259391,0.7220359687563378,0.7753637311952712,469.6
echoplus,0.6819645735392431,0.658292363963225,0.6697627980860578,715.8
echospot,0.831940496289732,0.9104828565809315,0.8693973671238211,1670.6
firetv,0.867640108913978,0.7061353164889651,0.7783925114272744,518.6
google-home-mini,0.9761841601317662,0.9376140067967218,0.956468778274163,534.6
insteon-hub,1.0,1.0,1.0,6.6
lightify-hub,0.9871227718659529,0.9907473987009228,0.9888325147982202,104.8
magichome-strip,0.9687335063557153,0.9541983221487168,0.9602987456299736,30.4
nest-tstat,0.9436762771793952,0.9719085979279041,0.957472057418,537.0
ring-doorbell,0.9995828482902185,0.9984142401194741,0.99899807774192,14460.2
roku-tv,0.8274492951814392,0.7577533747892357,0.7904465542817689,178.0
samsungtv-wired,0.7927898706956695,0.868132702882759,0.8286127730031255,746.4
sengled-hub,0.9783794330347891,0.870206701715384,0.9197230125588667,32.8
smartthings-hub,0.934731799302143,0.9454280052390058,0.9398900933373417,337.0
sousvide,0.9987161692640482,0.9973707905924225,0.9980406892373702,285.4
t-philips-hub,0.9927252352366875,0.9691110829512946,0.9807581059331253,587.2
t-wemo-plug,0.9867863998149121,0.9951357584948058,0.9909373115868287,801.2
tplink-bulb,0.991357366276835,0.9904060699014002,0.990833647152504,134.2
tplink-plug,0.9670292056788031,0.9929607532428331,0.9797451323802051,111.6
wansview-cam-wired,0.8538748177121949,0.9776605838090333,0.9115830301721737,18150.8
xiaomi-hub,0.995323184060287,0.9871483833672459,0.9911795486888875,185.8
yi-camera,0.8632158490382428,0.4580403316911461,0.5984730565497698,5624.2
accuracy,0.9082033702296379,0.9082033702296379,0.9082033702296379,0.9082033702296379
macro avg,0.9247472579260468,0.8985252908012964,0.9078636923730188,48424.0
weighted avg,0.9088788855235335,0.9082033702296379,0.899488653260105,48424.0
