,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24
0,236,0,0,0,0,1,0,0,0,0,0,0,0,0,33,0,0,0,0,0,0,0,0,0,0
1,0,1841,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0
2,0,0,73,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
3,0,0,0,337,83,40,3,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0
4,0,0,0,39,472,178,12,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0
5,0,0,0,13,102,1517,14,0,0,0,0,0,0,0,13,0,0,0,0,0,0,0,3,0,1
6,1,0,0,7,23,61,366,2,0,0,0,0,0,1,49,0,0,0,0,2,0,0,0,0,1
7,0,0,0,0,2,3,1,501,0,0,0,4,0,4,12,0,0,0,0,3,0,0,0,0,0
8,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9,0,0,0,0,0,0,0,0,0,103,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
10,0,0,0,0,0,0,0,0,0,0,29,0,0,0,0,0,0,0,0,0,0,0,0,0,0
11,0,0,0,0,2,0,0,1,0,0,0,521,0,1,6,0,0,0,0,0,0,0,0,0,0
12,0,21,0,0,0,0,0,0,0,0,0,0,14437,0,0,0,0,0,0,0,0,0,0,0,0
13,1,0,0,0,0,0,0,1,0,0,0,8,0,136,23,0,1,0,0,3,0,0,0,0,0
14,16,0,1,1,3,10,20,4,0,0,0,14,0,19,646,0,4,0,0,0,0,1,0,0,1
15,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,28,0,0,0,0,0,1,0,0,0
16,1,0,0,0,0,0,0,0,0,0,0,3,0,0,8,0,320,0,0,0,0,0,0,0,1
17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,284,0,0,0,0,0,0,0
18,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,13,0,568,0,0,0,0,0,0
19,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,797,0,0,1,0,0
20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,132,0,0,0,0
21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,110,0,0,0
22,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17746,0,397
23,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,183,0
24,0,0,0,0,1,2,2,0,0,0,0,0,0,0,6,0,1,0,0,0,0,0,3032,0,2573
