Dataset,T,CV,ML,Acc,b_Acc,Prec,Rec,F1,kap,ROC,tra-T,test-T,Al-Time
USVPN,0,1,RF,0.92735619180228,0.9275781909967167,0.938259729215774,0.9275781909967167,0.9319166713516807,0.9078726534735394,0,56.77446389198303,1.2535207271575928,0
USVPN,0,2,RF,0.9262683839526586,0.9096896708374441,0.9378853610021836,0.9096896708374441,0.9196040027423154,0.905887417809184,0,59.07420492172241,1.2389922142028809,0
USVPN,0,3,RF,0.9266817509355147,0.9160550335104068,0.9232493246711421,0.9160550335104068,0.9186340677832565,0.9070854050947733,0,59.812543869018555,1.189340591430664,0
USVPN,0,4,RF,0.9259855539117571,0.9190867363529642,0.9249650505878105,0.9190867363529642,0.921202501023958,0.906093103785343,0,57.922123432159424,1.219454050064087,0
USVPN,0,5,RF,0.9247236968061961,0.910027772932292,0.9285834398060528,0.910027772932292,0.9177869965090641,0.9044937344877326,0,57.71812844276428,1.2253496646881104,0
USVPN,1,1,RF,0.9237446697415369,0.9159831571734935,0.9326905568928752,0.9159831571734935,0.9233198986225756,0.9032881803297578,0,57.98519778251648,1.1716153621673584,0
USVPN,1,2,RF,0.9264206770516056,0.9205861909206428,0.9342747580012234,0.9205861909206428,0.9264753671868714,0.9062242193929467,0,57.95147204399109,1.1898906230926514,0
USVPN,1,3,RF,0.9291184405186668,0.9165862432321439,0.9343101595807262,0.9165862432321439,0.9236930845978091,0.9100022580341124,0,60.74124526977539,1.1960089206695557,0
USVPN,1,4,RF,0.9255939430858933,0.9110047331681446,0.9345065554666533,0.9110047331681446,0.9203689089556134,0.90565900376138,0,59.375038862228394,1.1886026859283447,0
USVPN,1,5,RF,0.926137847010704,0.9251949435326903,0.9209304757286574,0.9251949435326903,0.9209161521696154,0.906301875679279,0,60.10212159156799,1.1877074241638184,0
USVPN,2,1,RF,0.9272909233313028,0.9136608661635216,0.9347596208939843,0.9136608661635216,0.9220718891992752,0.9075658833835393,0,59.749918937683105,1.1867249011993408,0
USVPN,2,2,RF,0.9244191106083022,0.9125356262122384,0.929791879906032,0.9125356262122384,0.9199245350822928,0.9037847629788937,0,60.500051736831665,1.1791224479675293,0
USVPN,2,3,RF,0.9267252632494996,0.9197947370975865,0.922818733236508,0.9197947370975865,0.9201274176875218,0.9072860466954864,0,59.281829595565796,1.2116472721099854,0
USVPN,2,4,RF,0.9261160908537116,0.9114884220563474,0.9276804943750725,0.9114884220563474,0.9185091304943197,0.9061721792588391,0,56.99245476722717,1.1757092475891113,0
USVPN,2,5,RF,0.9275084849012271,0.9268284555719899,0.9356620194011513,0.9268284555719899,0.9304277457785135,0.9079311548933958,0,58.71767783164978,1.1968398094177246,0
USVPN,3,1,RF,0.9271821425463406,0.9172101118140269,0.9328536435064632,0.9172101118140269,0.9239261041828638,0.9078635457179705,0,62.305440187454224,1.1715521812438965,0
USVPN,3,2,RF,0.9252023322600296,0.9256334431840549,0.9336557527174136,0.9256334431840549,0.9285698134997231,0.9049106949279934,0,58.98436880111694,1.1963880062103271,0
USVPN,3,3,RF,0.9265729701505526,0.9219372781811676,0.9348646637392762,0.9219372781811676,0.9271522154627092,0.9066183678365989,0,58.55366230010986,1.2207119464874268,0
USVPN,3,4,RF,0.9265077016795753,0.9129992371879136,0.9278542171475133,0.9129992371879136,0.9194968617170214,0.9066780806588102,0,58.85432410240173,1.1774134635925293,0
USVPN,3,5,RF,0.9258115046558176,0.9120095213252288,0.930460577869332,0.9120095213252288,0.9195293482188494,0.9056947197513718,0,59.59758496284485,1.1871607303619385,0
USVPN,4,1,RF,0.9271168740753634,0.9193061026199715,0.9331356623304733,0.9193061026199715,0.9252316804547314,0.9076338260096748,0,59.562586545944214,1.1522676944732666,0
USVPN,4,2,RF,0.9264641893655905,0.9097465090022782,0.93499025733159,0.9097465090022782,0.9198428739678778,0.9065112113110959,0,58.84195804595947,1.1888816356658936,0
USVPN,4,3,RF,0.92735619180228,0.9168606585840919,0.9252554815636256,0.9168606585840919,0.9202096847207225,0.9076285115647396,0,57.10975098609924,1.1914126873016357,0
USVPN,4,4,RF,0.9258767731267948,0.9157749544841499,0.9210134267138653,0.9157749544841499,0.9174022590297467,0.9057890750598968,0,58.23508071899414,1.1533424854278564,0
USVPN,4,5,RF,0.9252676007310069,0.9246430151573193,0.9298351405744869,0.9246430151573193,0.9263599606723446,0.9052083692860244,0,56.84244155883789,1.1874196529388428,0
