,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24
0,309,0,0,1,0,6,1,0,0,0,0,1,0,1,35,0,0,0,0,0,0,0,0,0,0
1,0,1665,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,5,0,0,0,0,0
2,0,0,64,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3,0,0,0,507,51,57,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4,0,1,0,38,337,146,21,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
5,0,0,0,25,66,1181,23,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1
6,0,0,0,11,17,56,113,1,0,0,0,0,0,1,2,0,0,0,0,1,0,0,0,0,1
7,0,0,0,1,1,4,0,355,0,0,0,4,0,1,11,0,0,0,0,1,0,0,0,0,0
8,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9,0,0,0,0,0,0,0,0,0,64,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
10,0,0,0,0,0,0,0,0,0,0,21,0,0,0,0,0,0,0,0,0,0,0,0,0,0
11,0,0,0,0,1,0,0,1,0,0,0,498,0,0,6,0,0,0,0,0,0,0,0,0,0
12,0,17,0,0,0,0,0,0,0,0,0,0,16390,0,0,0,0,0,0,0,0,0,0,0,0
13,3,0,0,0,0,0,0,0,0,0,0,5,0,88,13,0,0,0,0,2,0,0,0,0,0
14,40,0,0,0,1,6,2,3,0,0,0,7,0,12,457,0,7,0,0,0,0,0,0,0,1
15,0,0,0,1,2,0,0,0,0,0,0,0,0,0,0,58,0,0,0,0,0,2,0,0,0
16,1,0,0,0,0,0,0,0,0,0,0,4,0,0,2,0,387,0,24,0,0,0,0,0,3
17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,316,0,0,0,0,0,0,0
18,0,0,1,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1423,0,0,0,0,0,0
19,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,646,0,0,0,0,0
20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,289,0,0,0,0
21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,116,0,0,0
22,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15617,0,426
23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,126,0
24,0,0,0,0,0,5,3,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,2880,0,2330
