,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20
0,6298,40,100,1,0,215,540,935,2,173,0,1,940,750,0,0,0,0,0,0,0
1,41,1,0,1,0,1,770,0,0,15,63,0,57,111,0,0,0,0,0,0,0
2,326,57,1205,1005,0,98,3,241,3,7,20,0,37,387,0,0,0,0,0,0,0
3,60,15,1235,5719,0,58,68,90,0,36,1287,0,18,1409,0,0,0,0,0,0,0
4,131,0,0,0,286,1,1,0,0,0,0,0,1,303,0,0,0,0,0,0,0
5,616,0,37,0,0,884,2,2,19,0,0,0,3,139,0,0,0,0,0,0,0
6,1072,230,0,1,0,1,892,322,0,1,1,0,541,485,0,0,0,0,0,0,0
7,7,0,0,0,0,0,3,101,0,6,0,1,4,59,0,0,0,0,0,0,0
8,695,1,2,0,0,10,24,22,36,1,0,24,15,36,0,0,0,0,0,0,0
9,296,0,2,3,0,0,172,78,0,387,0,0,276,321,0,0,0,0,0,0,0
10,0,0,0,0,0,0,25,0,0,112,173,0,0,118,0,0,0,0,0,0,0
11,96,3,0,7,1,1,43,22,0,12,0,314,350,187,0,0,0,0,0,0,0
12,1519,0,102,3,0,218,171,1192,1,102,37,0,3876,638,0,0,0,0,0,0,0
13,51,0,1049,747,0,15,13,1517,0,35,100,0,216,6252,0,0,0,0,0,0,0
14,1079,0,179,1,0,243,344,487,120,4,0,0,356,1946,279,0,0,0,0,0,0
15,230,13,0,57,0,0,1675,130,0,1,0,33,38,368,0,0,0,0,0,0,0
16,37,0,0,0,0,0,36,202,0,0,0,0,160,510,0,0,0,0,0,0,0
17,28,0,1,0,0,2,10,120,0,41,4,0,9,736,0,0,0,0,0,0,0
18,285,9,1671,1550,10,132,288,138,86,29,279,44,3436,1935,102,0,0,0,0,0,0
19,118,21,46,5,0,1,577,683,0,42,5,0,697,514,0,0,0,0,0,0,0
20,1,94,25,5,0,6,6,67,1,0,0,0,1148,209,0,0,0,0,0,0,0
