,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20
0,2502,2,206,3,0,0,179,160,1,12,0,1,11,866,196,0,104,22,9,1,16
1,13,9,14,6,0,0,21,10,0,0,3,4,13,234,33,713,0,5,2,0,0
2,6,0,959,141,0,0,0,15,2,22,210,0,0,46,181,3,0,10,636,9,420
3,13,0,1727,5427,0,0,0,244,0,817,5,10,138,792,34,8,0,13,767,2,3
4,0,0,0,0,1048,0,1,11,0,0,0,0,0,1,0,0,0,0,246,0,6
5,1,0,1,6,0,872,62,2,1,1,0,0,0,5,19,0,0,0,498,0,3
6,115,7,3,0,0,0,581,2,2,138,0,23,402,64,4,1,1,0,1,8,400
7,4,0,7,11,0,0,1,97,2,9,2,1,9,87,91,0,1,0,575,0,9
8,1,0,0,0,0,0,0,2,10,0,0,1,0,0,0,0,0,0,1,0,2
9,10,0,0,0,0,0,14,29,1,995,0,0,13,112,3,588,0,0,7,0,6
10,6,0,18,0,0,0,1,8,0,105,105,0,0,101,0,0,0,0,2,7,0
11,75,1,0,0,0,0,7,133,25,121,0,223,35,202,118,1,0,2,10,12,37
12,376,0,288,57,0,0,29,264,0,87,0,6,2352,186,697,0,26,71,2165,10,3
13,245,0,12,19,0,0,4,739,23,39,2,2,39,3451,220,0,2,6,205,5,587
14,5,2,22,22,0,0,0,2,11,3,0,26,39,674,2987,0,0,3,777,0,21
15,0,15,158,0,0,0,0,273,0,1,0,1,0,262,8,1627,0,0,37,0,0
16,2,6,4,0,0,0,65,14,0,1,0,0,4,13,10,0,666,28,0,2,17
17,0,0,4,0,0,0,14,91,2,8,0,6,5,106,29,1,0,613,1,2,0
18,49,20,1702,365,0,0,3,57,1,153,77,69,911,1145,126,6,0,2,5313,0,1
19,5,0,2,0,0,0,82,51,0,149,0,1,430,105,70,3,0,231,4,48,3
20,0,0,0,0,0,0,0,5,1,0,0,0,0,4,33,0,0,5,0,0,1349
